StockItemTransactionID,StockItemID,CustomerID,InvoiceID,TransactionOccurredWhen,Quantity
311762,109,487,65371,2016-03-09 12:00:00.0000000,-10.000
311775,49,937,65374,2016-03-09 12:00:00.0000000,-10.000
311784,153,46,65376,2016-03-09 12:00:00.0000000,-10.000
311795,37,439,65378,2016-03-09 12:00:00.0000000,-10.000
311809,45,895,65381,2016-03-09 12:00:00.0000000,-10.000
311814,11,153,65382,2016-03-09 12:00:00.0000000,-10.000
311831,167,874,65386,2016-03-09 12:00:00.0000000,-10.000
311833,117,471,65387,2016-03-09 12:00:00.0000000,-10.000
311837,151,520,65388,2016-03-09 12:00:00.0000000,-10.000
312235,155,972,65465,2016-03-11 12:00:00.0000000,-10.000
312244,110,960,65467,2016-03-11 12:00:00.0000000,-10.000
312273,21,117,65474,2016-03-11 12:00:00.0000000,-10.000
312275,42,577,65475,2016-03-11 12:00:00.0000000,-10.000
312289,51,558,65477,2016-03-11 12:00:00.0000000,-10.000
312306,62,523,65482,2016-03-11 12:00:00.0000000,-10.000
312333,35,160,65487,2016-03-11 12:00:00.0000000,-10.000
312369,217,51,65496,2016-03-11 12:00:00.0000000,-10.000
312401,209,452,65503,2016-03-11 12:00:00.0000000,-10.000
312421,109,467,65507,2016-03-11 12:00:00.0000000,-10.000
312437,175,463,65510,2016-03-11 12:00:00.0000000,-10.000
312440,36,66,65511,2016-03-11 12:00:00.0000000,-10.000
312443,161,66,65511,2016-03-11 12:00:00.0000000,-10.000
312445,154,943,65512,2016-03-11 12:00:00.0000000,-10.000
314701,49,542,65979,2016-03-22 12:00:00.0000000,-10.000
314709,155,829,65981,2016-03-22 12:00:00.0000000,-10.000
314727,209,188,65985,2016-03-22 12:00:00.0000000,-10.000
314733,46,899,65986,2016-03-22 12:00:00.0000000,-10.000
314750,9,926,65990,2016-03-22 12:00:00.0000000,-10.000
314756,174,82,65991,2016-03-22 12:00:00.0000000,-10.000
314762,217,488,65992,2016-03-22 12:00:00.0000000,-10.000
314789,25,579,65999,2016-03-22 12:00:00.0000000,-10.000
314819,103,842,66005,2016-03-22 12:00:00.0000000,-10.000
314824,38,100,66006,2016-03-22 12:00:00.0000000,-10.000
314837,216,900,66010,2016-03-22 12:00:00.0000000,-10.000
314848,110,924,66012,2016-03-22 12:00:00.0000000,-10.000
314878,33,85,66018,2016-03-22 12:00:00.0000000,-10.000
314884,18,957,66019,2016-03-22 12:00:00.0000000,-10.000
314892,30,1036,66022,2016-03-22 12:00:00.0000000,-10.000
314898,18,859,66023,2016-03-22 12:00:00.0000000,-10.000
314913,11,910,66026,2016-03-22 12:00:00.0000000,-10.000
314928,19,408,66029,2016-03-22 12:00:00.0000000,-10.000
314965,29,407,66039,2016-03-22 12:00:00.0000000,-10.000
314982,105,909,66043,2016-03-22 12:00:00.0000000,-10.000
314994,68,864,66045,2016-03-22 12:00:00.0000000,-10.000
315065,68,187,66061,2016-03-22 12:00:00.0000000,-10.000
315108,54,153,66069,2016-03-22 12:00:00.0000000,-10.000
315121,60,1010,66073,2016-03-22 12:00:00.0000000,-10.000
315129,21,957,66075,2016-03-22 12:00:00.0000000,-10.000
318607,174,541,66797,2016-04-04 12:00:00.0000000,-10.000
318624,29,17,66801,2016-04-04 12:00:00.0000000,-10.000
318655,32,475,66808,2016-04-04 12:00:00.0000000,-10.000
318660,109,103,66809,2016-04-04 12:00:00.0000000,-10.000
318663,133,103,66809,2016-04-04 12:00:00.0000000,-10.000
318673,46,978,66811,2016-04-04 12:00:00.0000000,-10.000
318702,21,898,66817,2016-04-04 12:00:00.0000000,-10.000
318703,163,898,66817,2016-04-04 12:00:00.0000000,-10.000
318708,50,1042,66819,2016-04-04 12:00:00.0000000,-10.000
318709,164,1042,66819,2016-04-04 12:00:00.0000000,-10.000
318745,213,430,66827,2016-04-04 12:00:00.0000000,-10.000
318747,40,430,66827,2016-04-04 12:00:00.0000000,-10.000
318751,133,158,66828,2016-04-04 12:00:00.0000000,-10.000
318753,162,896,66829,2016-04-04 12:00:00.0000000,-10.000
318755,117,896,66829,2016-04-04 12:00:00.0000000,-10.000
318790,125,978,66838,2016-04-04 12:00:00.0000000,-10.000
318824,59,516,66846,2016-04-04 12:00:00.0000000,-10.000
318843,40,818,66851,2016-04-04 12:00:00.0000000,-10.000
318859,64,463,66856,2016-04-04 12:00:00.0000000,-10.000
318904,71,882,66866,2016-04-04 12:00:00.0000000,-10.000
318905,104,882,66866,2016-04-04 12:00:00.0000000,-10.000
322147,73,505,67549,2016-04-15 12:00:00.0000000,-10.000
322149,67,505,67549,2016-04-15 12:00:00.0000000,-10.000
322164,12,583,67552,2016-04-15 12:00:00.0000000,-10.000
322179,55,75,67556,2016-04-15 12:00:00.0000000,-10.000
322195,119,861,67560,2016-04-15 12:00:00.0000000,-10.000
322217,107,25,67566,2016-04-15 12:00:00.0000000,-10.000
322219,31,25,67566,2016-04-15 12:00:00.0000000,-10.000
322226,120,142,67568,2016-04-15 12:00:00.0000000,-10.000
322287,55,1040,67581,2016-04-15 12:00:00.0000000,-10.000
322294,160,554,67583,2016-04-15 12:00:00.0000000,-10.000
322298,203,61,67584,2016-04-15 12:00:00.0000000,-10.000
322303,166,404,67585,2016-04-15 12:00:00.0000000,-10.000
322335,212,831,67592,2016-04-15 12:00:00.0000000,-10.000
322385,127,474,67604,2016-04-15 12:00:00.0000000,-10.000
322388,39,26,67605,2016-04-15 12:00:00.0000000,-10.000
322405,127,989,67609,2016-04-15 12:00:00.0000000,-10.000
322423,117,886,67613,2016-04-15 12:00:00.0000000,-10.000
322456,52,472,67622,2016-04-15 12:00:00.0000000,-10.000
322473,104,575,67627,2016-04-15 12:00:00.0000000,-10.000
322481,212,871,67628,2016-04-15 12:00:00.0000000,-10.000
328646,8,447,68920,2016-05-06 12:00:00.0000000,-10.000
328664,117,841,68924,2016-05-06 12:00:00.0000000,-10.000
328677,10,1038,68927,2016-05-06 12:00:00.0000000,-10.000
328723,38,933,68936,2016-05-06 12:00:00.0000000,-10.000
328737,119,814,68939,2016-05-06 12:00:00.0000000,-10.000
328753,120,941,68943,2016-05-06 12:00:00.0000000,-10.000
328782,135,933,68949,2016-05-06 12:00:00.0000000,-10.000
328789,103,90,68951,2016-05-06 12:00:00.0000000,-10.000
328791,172,554,68952,2016-05-06 12:00:00.0000000,-10.000
328808,63,964,68956,2016-05-06 12:00:00.0000000,-10.000
328828,68,508,68960,2016-05-06 12:00:00.0000000,-10.000
328850,18,1040,68965,2016-05-06 12:00:00.0000000,-10.000
328870,17,572,68970,2016-05-06 12:00:00.0000000,-10.000
328889,62,1013,68973,2016-05-06 12:00:00.0000000,-10.000
328897,212,810,68975,2016-05-06 12:00:00.0000000,-10.000
328937,137,565,68983,2016-05-06 12:00:00.0000000,-10.000
328955,219,549,68987,2016-05-06 12:00:00.0000000,-10.000
328990,173,964,68994,2016-05-06 12:00:00.0000000,-10.000
329002,69,75,68997,2016-05-06 12:00:00.0000000,-10.000
329025,71,429,69002,2016-05-06 12:00:00.0000000,-10.000
335391,31,930,70328,2016-05-28 12:00:00.0000000,-10.000
335401,157,987,70330,2016-05-28 12:00:00.0000000,-10.000
335407,45,195,70331,2016-05-28 12:00:00.0000000,-10.000
335416,21,1053,70333,2016-05-28 12:00:00.0000000,-10.000
335436,160,956,70338,2016-05-28 12:00:00.0000000,-10.000
335442,21,424,70339,2016-05-28 12:00:00.0000000,-10.000
335460,66,1000,70344,2016-05-28 12:00:00.0000000,-10.000
335477,130,35,70348,2016-05-28 12:00:00.0000000,-10.000
11301,176,447,2348,2013-02-19 12:00:00.0000000,-10.000
11310,22,163,2350,2013-02-19 12:00:00.0000000,-10.000
11311,166,163,2350,2013-02-19 12:00:00.0000000,-10.000
11316,112,903,2351,2013-02-19 12:00:00.0000000,-10.000
11366,158,838,2363,2013-02-19 12:00:00.0000000,-10.000
11373,163,3,2364,2013-02-19 12:00:00.0000000,-10.000
11381,2,51,2366,2013-02-19 12:00:00.0000000,-10.000
11406,63,9,2372,2013-02-19 12:00:00.0000000,-10.000
11407,108,9,2372,2013-02-19 12:00:00.0000000,-10.000
11420,110,536,2375,2013-02-19 12:00:00.0000000,-10.000
11465,22,892,2385,2013-02-19 12:00:00.0000000,-10.000
11508,18,151,2394,2013-02-19 12:00:00.0000000,-10.000
13105,42,72,2721,2013-02-28 12:00:00.0000000,-10.000
13127,150,895,2726,2013-02-28 12:00:00.0000000,-10.000
13134,16,561,2728,2013-02-28 12:00:00.0000000,-10.000
13138,111,478,2729,2013-02-28 12:00:00.0000000,-10.000
13168,58,927,2736,2013-02-28 12:00:00.0000000,-10.000
13181,10,598,2739,2013-02-28 12:00:00.0000000,-10.000
13208,118,123,2745,2013-02-28 12:00:00.0000000,-10.000
13248,52,189,2754,2013-02-28 12:00:00.0000000,-10.000
22831,55,31,4764,2013-04-06 12:00:00.0000000,-10.000
22861,12,156,4770,2013-04-06 12:00:00.0000000,-10.000
25590,112,89,5352,2013-04-18 12:00:00.0000000,-10.000
25639,23,840,5363,2013-04-18 12:00:00.0000000,-10.000
25657,27,980,5367,2013-04-18 12:00:00.0000000,-10.000
25674,121,107,5371,2013-04-18 12:00:00.0000000,-10.000
25691,10,842,5375,2013-04-18 12:00:00.0000000,-10.000
25694,35,842,5375,2013-04-18 12:00:00.0000000,-10.000
25706,153,51,5379,2013-04-18 12:00:00.0000000,-10.000
25727,126,55,5383,2013-04-18 12:00:00.0000000,-10.000
25735,218,65,5384,2013-04-18 12:00:00.0000000,-10.000
25776,54,934,5394,2013-04-18 12:00:00.0000000,-10.000
25785,209,76,5396,2013-04-18 12:00:00.0000000,-10.000
25802,161,33,5399,2013-04-18 12:00:00.0000000,-10.000
25805,57,541,5400,2013-04-18 12:00:00.0000000,-10.000
25813,54,459,5402,2013-04-18 12:00:00.0000000,-10.000
28421,114,126,5946,2013-04-30 12:00:00.0000000,-10.000
28428,18,580,5947,2013-04-30 12:00:00.0000000,-10.000
28430,107,7,5948,2013-04-30 12:00:00.0000000,-10.000
28439,136,66,5950,2013-04-30 12:00:00.0000000,-10.000
28440,104,66,5950,2013-04-30 12:00:00.0000000,-10.000
28446,25,107,5951,2013-04-30 12:00:00.0000000,-10.000
28456,133,35,5954,2013-04-30 12:00:00.0000000,-10.000
28469,28,983,5957,2013-04-30 12:00:00.0000000,-10.000
28501,61,472,5964,2013-04-30 12:00:00.0000000,-10.000
28515,126,909,5968,2013-04-30 12:00:00.0000000,-10.000
28520,71,586,5969,2013-04-30 12:00:00.0000000,-10.000
28542,119,31,5975,2013-04-30 12:00:00.0000000,-10.000
28554,106,815,5978,2013-04-30 12:00:00.0000000,-10.000
28575,103,918,5983,2013-04-30 12:00:00.0000000,-10.000
28641,124,899,5997,2013-04-30 12:00:00.0000000,-10.000
28651,18,495,5999,2013-04-30 12:00:00.0000000,-10.000
28666,118,555,6002,2013-04-30 12:00:00.0000000,-10.000
28686,13,572,6007,2013-04-30 12:00:00.0000000,-10.000
28701,44,121,6010,2013-04-30 12:00:00.0000000,-10.000
28714,153,976,6012,2013-04-30 12:00:00.0000000,-10.000
28723,50,103,6014,2013-04-30 12:00:00.0000000,-10.000
28741,214,64,6018,2013-04-30 12:00:00.0000000,-10.000
36237,35,21,7587,2013-05-30 12:00:00.0000000,-10.000
36248,109,31,7589,2013-05-30 12:00:00.0000000,-10.000
36284,174,84,7598,2013-05-30 12:00:00.0000000,-10.000
36288,102,90,7599,2013-05-30 12:00:00.0000000,-10.000
36318,46,143,7606,2013-05-30 12:00:00.0000000,-10.000
36342,2,177,7611,2013-05-30 12:00:00.0000000,-10.000
36347,66,401,7613,2013-05-30 12:00:00.0000000,-10.000
36350,18,419,7614,2013-05-30 12:00:00.0000000,-10.000
36354,12,426,7615,2013-05-30 12:00:00.0000000,-10.000
36380,50,463,7621,2013-05-30 12:00:00.0000000,-10.000
36458,5,597,7638,2013-05-30 12:00:00.0000000,-10.000
36479,9,823,7643,2013-05-30 12:00:00.0000000,-10.000
36586,38,970,7670,2013-05-30 12:00:00.0000000,-10.000
36588,119,970,7670,2013-05-30 12:00:00.0000000,-10.000
48400,28,839,10151,2013-07-13 12:00:00.0000000,-10.000
48405,7,903,10152,2013-07-13 12:00:00.0000000,-10.000
48437,49,832,10160,2013-07-13 12:00:00.0000000,-10.000
48470,217,105,10167,2013-07-13 12:00:00.0000000,-10.000
48510,126,119,10176,2013-07-13 12:00:00.0000000,-10.000
48534,104,484,10182,2013-07-13 12:00:00.0000000,-10.000
48536,211,484,10182,2013-07-13 12:00:00.0000000,-10.000
50725,119,900,10639,2013-07-22 12:00:00.0000000,-10.000
50733,150,144,10641,2013-07-22 12:00:00.0000000,-10.000
50764,25,819,10648,2013-07-22 12:00:00.0000000,-10.000
50776,63,873,10651,2013-07-22 12:00:00.0000000,-10.000
50806,150,843,10658,2013-07-22 12:00:00.0000000,-10.000
50811,167,993,10659,2013-07-22 12:00:00.0000000,-10.000
50828,57,573,10663,2013-07-22 12:00:00.0000000,-10.000
50837,10,915,10665,2013-07-22 12:00:00.0000000,-10.000
50851,165,920,10668,2013-07-22 12:00:00.0000000,-10.000
50864,50,55,10671,2013-07-22 12:00:00.0000000,-10.000
50886,118,977,10678,2013-07-22 12:00:00.0000000,-10.000
50887,154,977,10678,2013-07-22 12:00:00.0000000,-10.000
50897,216,495,10680,2013-07-22 12:00:00.0000000,-10.000
50900,66,813,10681,2013-07-22 12:00:00.0000000,-10.000
57868,2,465,12156,2013-08-21 12:00:00.0000000,-10.000
57886,37,201,12160,2013-08-21 12:00:00.0000000,-10.000
57897,217,52,12163,2013-08-21 12:00:00.0000000,-10.000
57914,121,853,12167,2013-08-21 12:00:00.0000000,-10.000
57922,153,435,12169,2013-08-21 12:00:00.0000000,-10.000
57924,137,435,12169,2013-08-21 12:00:00.0000000,-10.000
57954,113,152,12176,2013-08-21 12:00:00.0000000,-10.000
57959,127,411,12178,2013-08-21 12:00:00.0000000,-10.000
58065,6,524,12200,2013-08-21 12:00:00.0000000,-10.000
58111,23,407,12209,2013-08-21 12:00:00.0000000,-10.000
58112,37,407,12209,2013-08-21 12:00:00.0000000,-10.000
58116,2,558,12210,2013-08-21 12:00:00.0000000,-10.000
58120,132,554,12211,2013-08-21 12:00:00.0000000,-10.000
58130,127,802,12214,2013-08-21 12:00:00.0000000,-10.000
58135,2,507,12215,2013-08-21 12:00:00.0000000,-10.000
62052,8,64,13042,2013-09-09 12:00:00.0000000,-10.000
62165,118,554,13071,2013-09-09 12:00:00.0000000,-10.000
62190,8,413,13078,2013-09-09 12:00:00.0000000,-10.000
62970,204,60,13235,2013-09-12 12:00:00.0000000,-10.000
62992,150,42,13239,2013-09-12 12:00:00.0000000,-10.000
62995,51,184,13240,2013-09-12 12:00:00.0000000,-10.000
62996,168,184,13240,2013-09-12 12:00:00.0000000,-10.000
63013,118,508,13244,2013-09-12 12:00:00.0000000,-10.000
63020,23,89,13245,2013-09-12 12:00:00.0000000,-10.000
63026,17,8,13247,2013-09-12 12:00:00.0000000,-10.000
63033,212,157,13248,2013-09-12 12:00:00.0000000,-10.000
63053,167,139,13253,2013-09-12 12:00:00.0000000,-10.000
63121,215,952,13270,2013-09-12 12:00:00.0000000,-10.000
63132,163,128,13272,2013-09-12 12:00:00.0000000,-10.000
63133,125,128,13272,2013-09-12 12:00:00.0000000,-10.000
63146,136,54,13275,2013-09-12 12:00:00.0000000,-10.000
63173,121,34,13281,2013-09-12 12:00:00.0000000,-10.000
63178,29,904,13282,2013-09-12 12:00:00.0000000,-10.000
63212,210,836,13289,2013-09-12 12:00:00.0000000,-10.000
66346,155,426,13939,2013-09-25 12:00:00.0000000,-10.000
66379,152,147,13946,2013-09-25 12:00:00.0000000,-10.000
66384,132,935,13947,2013-09-25 12:00:00.0000000,-10.000
66396,162,8,13950,2013-09-25 12:00:00.0000000,-10.000
66416,110,131,13955,2013-09-25 12:00:00.0000000,-10.000
66453,48,589,13964,2013-09-25 12:00:00.0000000,-10.000
66454,52,589,13964,2013-09-25 12:00:00.0000000,-10.000
66465,218,582,13967,2013-09-25 12:00:00.0000000,-10.000
66477,52,87,13970,2013-09-25 12:00:00.0000000,-10.000
66492,69,872,13973,2013-09-25 12:00:00.0000000,-10.000
66493,163,872,13973,2013-09-25 12:00:00.0000000,-10.000
66500,7,46,13974,2013-09-25 12:00:00.0000000,-10.000
66508,8,487,13976,2013-09-25 12:00:00.0000000,-10.000
66541,112,850,13984,2013-09-25 12:00:00.0000000,-10.000
66584,34,176,13994,2013-09-25 12:00:00.0000000,-10.000
66588,3,153,13995,2013-09-25 12:00:00.0000000,-10.000
66599,26,169,13998,2013-09-25 12:00:00.0000000,-10.000
66620,205,579,14002,2013-09-25 12:00:00.0000000,-10.000
66628,167,7,14004,2013-09-25 12:00:00.0000000,-10.000
66659,127,963,14010,2013-09-25 12:00:00.0000000,-10.000
66683,47,485,14015,2013-09-25 12:00:00.0000000,-10.000
66685,10,485,14015,2013-09-25 12:00:00.0000000,-10.000
69700,204,56,14632,2013-10-10 12:00:00.0000000,-10.000
69707,13,811,14634,2013-10-10 12:00:00.0000000,-10.000
69708,75,811,14634,2013-10-10 12:00:00.0000000,-10.000
69718,106,72,14636,2013-10-10 12:00:00.0000000,-10.000
69720,174,72,14636,2013-10-10 12:00:00.0000000,-10.000
69723,156,598,14637,2013-10-10 12:00:00.0000000,-10.000
69734,109,169,14640,2013-10-10 12:00:00.0000000,-10.000
69736,175,169,14640,2013-10-10 12:00:00.0000000,-10.000
69745,19,179,14642,2013-10-10 12:00:00.0000000,-10.000
69787,71,1017,14651,2013-10-10 12:00:00.0000000,-10.000
69797,39,517,14653,2013-10-10 12:00:00.0000000,-10.000
69799,21,506,14654,2013-10-10 12:00:00.0000000,-10.000
69809,161,499,14655,2013-10-10 12:00:00.0000000,-10.000
69812,73,539,14656,2013-10-10 12:00:00.0000000,-10.000
69813,39,539,14656,2013-10-10 12:00:00.0000000,-10.000
69825,27,546,14659,2013-10-10 12:00:00.0000000,-10.000
69864,33,587,14667,2013-10-10 12:00:00.0000000,-10.000
69892,168,45,14673,2013-10-10 12:00:00.0000000,-10.000
69903,8,483,14675,2013-10-10 12:00:00.0000000,-10.000
69906,152,36,14676,2013-10-10 12:00:00.0000000,-10.000
69908,32,36,14676,2013-10-10 12:00:00.0000000,-10.000
69919,35,64,14679,2013-10-10 12:00:00.0000000,-10.000
69931,68,953,14682,2013-10-10 12:00:00.0000000,-10.000
69939,174,154,14684,2013-10-10 12:00:00.0000000,-10.000
69942,72,408,14685,2013-10-10 12:00:00.0000000,-10.000
69946,14,571,14686,2013-10-10 12:00:00.0000000,-10.000
69947,216,571,14686,2013-10-10 12:00:00.0000000,-10.000
69949,128,177,14687,2013-10-10 12:00:00.0000000,-10.000
69954,151,855,14688,2013-10-10 12:00:00.0000000,-10.000
69972,172,955,14692,2013-10-10 12:00:00.0000000,-10.000
69976,135,824,14693,2013-10-10 12:00:00.0000000,-10.000
69986,44,105,14695,2013-10-10 12:00:00.0000000,-10.000
69989,35,169,14696,2013-10-10 12:00:00.0000000,-10.000
69991,217,169,14696,2013-10-10 12:00:00.0000000,-10.000
69999,219,3,14698,2013-10-10 12:00:00.0000000,-10.000
70014,211,114,14702,2013-10-10 12:00:00.0000000,-10.000
70024,66,436,14705,2013-10-10 12:00:00.0000000,-10.000
70030,204,919,14706,2013-10-10 12:00:00.0000000,-10.000
84654,109,34,17743,2013-12-10 12:00:00.0000000,-10.000
84670,129,430,17746,2013-12-10 12:00:00.0000000,-10.000
84690,105,943,17750,2013-12-10 12:00:00.0000000,-10.000
84692,215,943,17750,2013-12-10 12:00:00.0000000,-10.000
84702,21,189,17753,2013-12-10 12:00:00.0000000,-10.000
84704,51,189,17753,2013-12-10 12:00:00.0000000,-10.000
84714,11,961,17755,2013-12-10 12:00:00.0000000,-10.000
84737,43,860,17760,2013-12-10 12:00:00.0000000,-10.000
84752,218,169,17763,2013-12-10 12:00:00.0000000,-10.000
84759,32,89,17765,2013-12-10 12:00:00.0000000,-10.000
84773,3,102,17768,2013-12-10 12:00:00.0000000,-10.000
84775,164,102,17768,2013-12-10 12:00:00.0000000,-10.000
84805,28,543,17776,2013-12-10 12:00:00.0000000,-10.000
84880,48,429,17788,2013-12-11 12:00:00.0000000,-10.000
84922,32,967,17798,2013-12-11 12:00:00.0000000,-10.000
84937,57,40,17801,2013-12-11 12:00:00.0000000,-10.000
84974,109,76,17811,2013-12-11 12:00:00.0000000,-10.000
84985,75,1016,17814,2013-12-11 12:00:00.0000000,-10.000
84988,55,520,17815,2013-12-11 12:00:00.0000000,-10.000
85477,210,517,17915,2013-12-14 12:00:00.0000000,-10.000
85490,158,992,17918,2013-12-14 12:00:00.0000000,-10.000
85491,111,992,17918,2013-12-14 12:00:00.0000000,-10.000
85531,214,565,17927,2013-12-14 12:00:00.0000000,-10.000
87480,102,476,18334,2013-12-24 12:00:00.0000000,-10.000
87502,161,801,18340,2013-12-24 12:00:00.0000000,-10.000
87512,105,490,18342,2013-12-24 12:00:00.0000000,-10.000
87549,36,908,18349,2013-12-24 12:00:00.0000000,-10.000
87551,121,114,18350,2013-12-24 12:00:00.0000000,-10.000
87570,103,35,18353,2013-12-24 12:00:00.0000000,-10.000
87572,104,35,18353,2013-12-24 12:00:00.0000000,-10.000
87584,54,928,18356,2013-12-24 12:00:00.0000000,-10.000
87586,31,29,18357,2013-12-24 12:00:00.0000000,-10.000
87602,171,406,18360,2013-12-24 12:00:00.0000000,-10.000
87633,65,523,18367,2013-12-24 12:00:00.0000000,-10.000
87654,205,587,18373,2013-12-24 12:00:00.0000000,-10.000
87719,75,905,18386,2013-12-24 12:00:00.0000000,-10.000
87740,42,990,18391,2013-12-24 12:00:00.0000000,-10.000
87746,115,908,18392,2013-12-24 12:00:00.0000000,-10.000
88210,106,39,18485,2013-12-26 12:00:00.0000000,-10.000
88216,150,158,18487,2013-12-26 12:00:00.0000000,-10.000
88237,52,980,18491,2013-12-26 12:00:00.0000000,-10.000
88239,131,151,18492,2013-12-26 12:00:00.0000000,-10.000
88245,173,153,18493,2013-12-26 12:00:00.0000000,-10.000
88307,68,507,18507,2013-12-26 12:00:00.0000000,-10.000
88322,28,876,18512,2013-12-26 12:00:00.0000000,-10.000
88328,131,823,18513,2013-12-26 12:00:00.0000000,-10.000
88340,72,910,18516,2013-12-26 12:00:00.0000000,-10.000
88343,1,910,18516,2013-12-26 12:00:00.0000000,-10.000
102779,172,929,21539,2014-02-21 12:00:00.0000000,-10.000
102792,68,21,21542,2014-02-21 12:00:00.0000000,-10.000
102818,172,100,21548,2014-02-21 12:00:00.0000000,-10.000
102819,171,100,21548,2014-02-21 12:00:00.0000000,-10.000
102829,218,167,21550,2014-02-21 12:00:00.0000000,-10.000
102839,219,949,21552,2014-02-21 12:00:00.0000000,-10.000
102849,215,472,21554,2014-02-21 12:00:00.0000000,-10.000
102870,161,1010,21559,2014-02-21 12:00:00.0000000,-10.000
102879,58,491,21562,2014-02-21 12:00:00.0000000,-10.000
102889,35,182,21565,2014-02-21 12:00:00.0000000,-10.000
102895,119,177,21566,2014-02-21 12:00:00.0000000,-10.000
102926,212,832,21573,2014-02-21 12:00:00.0000000,-10.000
102930,63,18,21574,2014-02-21 12:00:00.0000000,-10.000
102940,22,855,21576,2014-02-21 12:00:00.0000000,-10.000
102950,46,991,21578,2014-02-21 12:00:00.0000000,-10.000
102957,161,168,21580,2014-02-21 12:00:00.0000000,-10.000
102982,14,988,21586,2014-02-21 12:00:00.0000000,-10.000
103002,108,536,21590,2014-02-21 12:00:00.0000000,-10.000
103016,132,191,21594,2014-02-21 12:00:00.0000000,-10.000
106785,175,910,22363,2014-03-08 12:00:00.0000000,-10.000
106805,118,456,22369,2014-03-08 12:00:00.0000000,-10.000
106811,46,58,22370,2014-03-08 12:00:00.0000000,-10.000
106813,130,58,22370,2014-03-08 12:00:00.0000000,-10.000
106818,169,898,22372,2014-03-08 12:00:00.0000000,-10.000
106848,56,988,22379,2014-03-08 12:00:00.0000000,-10.000
111818,53,487,23404,2014-03-29 12:00:00.0000000,-10.000
111836,7,428,23408,2014-03-29 12:00:00.0000000,-10.000
111848,109,944,23410,2014-03-29 12:00:00.0000000,-10.000
111850,124,944,23410,2014-03-29 12:00:00.0000000,-10.000
111859,44,1011,23412,2014-03-29 12:00:00.0000000,-10.000
111868,106,10,23414,2014-03-29 12:00:00.0000000,-10.000
111887,44,201,23418,2014-03-29 12:00:00.0000000,-10.000
111894,136,484,23420,2014-03-29 12:00:00.0000000,-10.000
117484,204,890,24593,2014-04-22 12:00:00.0000000,-10.000
117498,75,472,24597,2014-04-22 12:00:00.0000000,-10.000
117531,70,964,24604,2014-04-22 12:00:00.0000000,-10.000
117546,33,139,24607,2014-04-22 12:00:00.0000000,-10.000
117574,25,823,24613,2014-04-22 12:00:00.0000000,-10.000
117623,7,554,24624,2014-04-22 12:00:00.0000000,-10.000
117658,48,196,24632,2014-04-22 12:00:00.0000000,-10.000
117683,1,163,24638,2014-04-22 12:00:00.0000000,-10.000
117717,166,863,24646,2014-04-22 12:00:00.0000000,-10.000
117733,53,427,24650,2014-04-22 12:00:00.0000000,-10.000
117748,40,458,24653,2014-04-22 12:00:00.0000000,-10.000
117784,13,509,24662,2014-04-22 12:00:00.0000000,-10.000
117830,157,159,24673,2014-04-22 12:00:00.0000000,-10.000
121285,169,410,25392,2014-05-05 12:00:00.0000000,-10.000
121287,6,410,25392,2014-05-05 12:00:00.0000000,-10.000
121293,130,123,25394,2014-05-05 12:00:00.0000000,-10.000
121301,23,112,25396,2014-05-05 12:00:00.0000000,-10.000
121310,24,985,25398,2014-05-05 12:00:00.0000000,-10.000
121318,219,948,25400,2014-05-05 12:00:00.0000000,-10.000
121326,151,48,25402,2014-05-05 12:00:00.0000000,-10.000
121339,71,929,25405,2014-05-05 12:00:00.0000000,-10.000
121362,66,401,25410,2014-05-05 12:00:00.0000000,-10.000
121391,75,413,25417,2014-05-05 12:00:00.0000000,-10.000
121415,50,891,25423,2014-05-05 12:00:00.0000000,-10.000
121437,57,1003,25428,2014-05-05 12:00:00.0000000,-10.000
121440,16,444,25429,2014-05-05 12:00:00.0000000,-10.000
121456,165,421,25433,2014-05-05 12:00:00.0000000,-10.000
121478,134,837,25438,2014-05-05 12:00:00.0000000,-10.000
121504,135,118,25443,2014-05-05 12:00:00.0000000,-10.000
121508,115,433,25444,2014-05-05 12:00:00.0000000,-10.000
121539,117,560,25451,2014-05-05 12:00:00.0000000,-10.000
121550,164,163,25454,2014-05-05 12:00:00.0000000,-10.000
121556,163,39,25455,2014-05-05 12:00:00.0000000,-10.000
121573,132,829,25458,2014-05-05 12:00:00.0000000,-10.000
121597,116,492,25463,2014-05-05 12:00:00.0000000,-10.000
121719,18,952,25483,2014-05-06 12:00:00.0000000,-10.000
121758,45,87,25492,2014-05-06 12:00:00.0000000,-10.000
121773,118,35,25495,2014-05-06 12:00:00.0000000,-10.000
121784,43,5,25499,2014-05-06 12:00:00.0000000,-10.000
121785,217,5,25499,2014-05-06 12:00:00.0000000,-10.000
121796,63,882,25502,2014-05-06 12:00:00.0000000,-10.000
121825,12,578,25508,2014-05-06 12:00:00.0000000,-10.000
121842,156,1027,25511,2014-05-06 12:00:00.0000000,-10.000
121860,104,419,25515,2014-05-06 12:00:00.0000000,-10.000
123339,106,2,25823,2014-05-12 12:00:00.0000000,-10.000
123353,9,1004,25826,2014-05-12 12:00:00.0000000,-10.000
123358,34,446,25827,2014-05-12 12:00:00.0000000,-10.000
123455,6,448,25850,2014-05-12 12:00:00.0000000,-10.000
123458,63,448,25850,2014-05-12 12:00:00.0000000,-10.000
123470,175,104,25853,2014-05-12 12:00:00.0000000,-10.000
