InvoiceLineID,InvoiceID,StockItemID,Description,Quantity,UnitPrice,LineProfit,ExtendedPrice
2397,796,21,DBA joke mug - you might be a DBA if (Black),7,13.00,59.50,104.65
2398,796,203,Tape dispenser (Black),30,32.00,450.00,1104.00
2399,796,138,Furry animal socks (Pink) S,72,5.00,252.00,414.00
2400,796,34,Developer joke mug - fun was unexpected at this time (White),4,13.00,34.00,59.80
2401,797,6,USB food flash drive - hot dog,3,32.00,60.00,110.40
2402,797,44,Developer joke mug - there are 10 types of people in the world (White),2,13.00,17.00,29.90
2403,798,152,Pack of 12 action figures (female),7,16.00,73.50,128.80
2404,798,191,Black and orange fragile despatch tape 48mmx75m,108,3.70,205.20,459.54
2405,798,199,Black and yellow heavy despatch tape  48mmx75m,96,3.70,211.20,408.48
2406,799,188,3 kg Courier post bag (White) 300x190x95mm,100,0.66,30.00,75.90
2407,799,37,Developer joke mug - when your hammer is C++ (Black),8,13.00,68.00,119.60
2408,799,24,DBA joke mug - I will get you in order (White),1,13.00,8.50,14.95
2409,799,60,RC toy sedan car with remote control (Blue) 1/50 scale,9,25.00,112.50,258.75
2410,799,219,Void fill 400 L bag (White) 400L,90,50.00,2160.00,5175.00
2411,800,183,Shipping carton (Brown) 480x270x320mm,50,2.74,77.00,157.55
2412,800,151,Pack of 12 action figures (male),10,16.00,105.00,184.00
2413,800,167,10 mm Anti static bubble wrap (Blue) 50m,100,99.00,5400.00,11385.00
2414,801,140,Furry animal socks (Pink) L,24,5.00,84.00,138.00
2415,801,66,RC big wheel monster truck with remote control (Black) 1/50 scale,3,45.00,88.50,155.25
2416,801,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",72,18.00,792.00,1490.40
2417,802,169,20 mm Anti static bubble wrap (Blue) 20m,20,45.00,480.00,1035.00
2418,802,125,Ogre battery-powered slippers (Green) XL,8,32.00,188.00,294.40
2419,802,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,4,30.00,60.00,138.00
2420,802,68,Ride on toy sedan car (Red) 1/12 scale,5,230.00,425.00,1322.50
2421,802,180,Shipping carton (Brown) 279x254x217mm,125,1.11,63.75,159.56
2422,803,142,Halloween zombie mask (Light Brown) S,96,18.00,-96.00,1987.20
2423,803,215,Air cushion machine (Blue),8,1899.00,6072.00,17470.80
2424,804,195,Black and orange handle with care despatch tape  48mmx75m,192,3.70,460.80,816.96
2425,804,19,DBA joke mug - daaaaaa-ta (Black),4,13.00,34.00,59.80
2426,804,63,RC toy sedan car with remote control (Pink) 1/50 scale,6,25.00,75.00,172.50
2427,805,135,Animal with big feet slippers (Brown) M,5,32.00,120.00,184.00
2428,805,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",24,18.00,252.00,496.80
2429,806,200,Black and yellow heavy despatch tape 48mmx100m,216,4.10,367.20,1018.44
2430,806,102,Alien officer hoodie (Black) XL,1,35.00,18.00,40.25
2431,807,130,Furry gorilla with big eyes slippers (Black) S,9,32.00,216.00,331.20
2432,807,26,DBA joke mug - SELECT caffeine FROM mug (White),1,13.00,8.50,14.95
2433,807,69,Ride on toy sedan car (Blue) 1/12 scale,2,230.00,170.00,529.00
2434,808,137,Animal with big feet slippers (Brown) XL,5,32.00,117.50,184.00
2435,808,194,Black and orange glass with care despatch tape  48mmx100m,168,4.10,352.80,792.12
2436,808,53,IT joke mug - keyboard not found … press F1 to continue (Black),6,13.00,51.00,89.70
2437,809,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",36,18.00,360.00,745.20
2438,809,156,10 mm Double sided bubble wrap 10m,50,15.00,375.00,862.50
2439,809,176,Bubblewrap dispenser (Red) 1.5m,3,240.00,390.00,828.00
2440,809,219,Void fill 400 L bag (White) 400L,40,50.00,960.00,2300.00
2441,810,160,20 mm Double sided bubble wrap 20m,90,33.00,1620.00,3415.50
2442,810,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",36,18.00,396.00,745.20
2443,810,52,IT joke mug - keyboard not found … press F1 to continue (White),3,13.00,25.50,44.85
2444,810,103,Alien officer hoodie (Black) XXL,10,35.00,180.00,402.50
2445,810,125,Ogre battery-powered slippers (Green) XL,2,32.00,47.00,73.60
2446,811,13,USB food flash drive - shrimp cocktail,8,32.00,160.00,294.40
2447,811,174,Bubblewrap dispenser (Black) 1.5m,10,240.00,1300.00,2760.00
2448,812,17,DBA joke mug - mind if I join you? (Black),7,13.00,59.50,104.65
2449,812,180,Shipping carton (Brown) 279x254x217mm,200,1.11,102.00,255.30
2450,812,28,DBA joke mug - two types of DBAs (White),10,13.00,85.00,149.50
2451,812,218,Void fill 300 L bag (White) 300L,40,37.50,780.00,1725.00
2452,812,45,Developer joke mug - there are 10 types of people in the world (Black),6,13.00,51.00,89.70
2453,813,48,Developer joke mug - this code was generated by a tool (White),5,13.00,42.50,74.75
2454,813,2,USB rocket launcher (Gray),1,25.00,15.50,28.75
2455,813,157,10 mm Double sided bubble wrap 20m,60,30.00,960.00,2070.00
2456,813,31,Developer joke mug - Oct 31 = Dec 25 (Black),8,13.00,68.00,119.60
2457,813,79,"""The Gu"" red shirt XML tag t-shirt (White) S",108,18.00,1188.00,2235.60
2458,814,59,RC toy sedan car with remote control (Red) 1/50 scale,4,25.00,50.00,115.00
2459,815,153,Small sized bubblewrap roll 10m,30,4.50,69.00,155.25
2460,815,81,"""The Gu"" red shirt XML tag t-shirt (White) L",72,18.00,792.00,1490.40
2461,815,7,USB food flash drive - pizza slice,3,32.00,60.00,110.40
2462,815,144,Halloween zombie mask (Light Brown) L,84,18.00,-84.00,1738.80
2463,816,9,USB food flash drive - banana,1,32.00,20.00,36.80
2464,816,161,20 mm Double sided bubble wrap 50m,100,108.00,9200.00,12420.00
2465,816,124,Ogre battery-powered slippers (Green) L,2,32.00,48.00,73.60
2466,817,217,Void fill 200 L bag (White) 200L,100,25.00,900.00,2875.00
2467,817,140,Furry animal socks (Pink) L,108,5.00,378.00,621.00
2468,817,145,Halloween zombie mask (Light Brown) XL,36,18.00,-36.00,745.20
2469,817,124,Ogre battery-powered slippers (Green) L,3,32.00,72.00,110.40
2470,818,132,Furry gorilla with big eyes slippers (Black) L,7,32.00,168.00,257.60
2471,818,19,DBA joke mug - daaaaaa-ta (Black),5,13.00,42.50,74.75
2472,818,164,32 mm Double sided bubble wrap 50m,90,112.00,4770.00,11592.00
2473,818,206,Permanent marker black 5mm nib (Black) 5mm,48,2.70,48.00,149.04
2474,819,2,USB rocket launcher (Gray),7,25.00,108.50,201.25
2475,819,145,Halloween zombie mask (Light Brown) XL,36,18.00,-36.00,745.20
2476,819,116,Superhero action jacket (Blue) 4XL,9,34.00,90.00,351.90
2477,820,111,Superhero action jacket (Blue) M,9,30.00,72.00,310.50
2478,820,146,Halloween skull mask (Gray) S,84,18.00,252.00,1738.80
2479,820,218,Void fill 300 L bag (White) 300L,70,37.50,1365.00,3018.75
2480,820,130,Furry gorilla with big eyes slippers (Black) S,4,32.00,96.00,147.20
2481,821,104,Alien officer hoodie (Black) 3XL,2,35.00,36.00,80.50
2482,821,139,Furry animal socks (Pink) M,36,5.00,126.00,207.00
2483,822,116,Superhero action jacket (Blue) 4XL,8,34.00,80.00,312.80
2484,822,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",84,18.00,924.00,1738.80
2485,822,30,Developer joke mug - Oct 31 = Dec 25 (White),1,13.00,8.50,14.95
2486,823,6,USB food flash drive - hot dog,1,32.00,20.00,36.80
2487,823,174,Bubblewrap dispenser (Black) 1.5m,1,240.00,130.00,276.00
2488,823,20,DBA joke mug - you might be a DBA if (White),5,13.00,42.50,74.75
2489,823,28,DBA joke mug - two types of DBAs (White),7,13.00,59.50,104.65
2490,824,44,Developer joke mug - there are 10 types of people in the world (White),2,13.00,17.00,29.90
2491,824,199,Black and yellow heavy despatch tape  48mmx75m,216,3.70,475.20,919.08
2492,824,146,Halloween skull mask (Gray) S,108,18.00,324.00,2235.60
2493,824,208,Permanent marker red 5mm nib (Red) 5mm,60,2.70,60.00,186.30
2494,824,102,Alien officer hoodie (Black) XL,8,35.00,144.00,322.00
2495,825,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",60,18.00,660.00,1242.00
2496,825,187,Express post box 5kg (White) 350x280x130mm,125,0.95,62.50,136.56
2497,825,157,10 mm Double sided bubble wrap 20m,30,30.00,480.00,1035.00
2498,826,116,Superhero action jacket (Blue) 4XL,2,34.00,20.00,78.20
2499,826,55,IT joke mug - that behavior is by design (Black),10,13.00,85.00,149.50
2500,826,111,Superhero action jacket (Blue) M,9,30.00,72.00,310.50
2501,826,121,Dinosaur battery-powered slippers (Green) XL,8,32.00,188.00,294.40
2502,827,200,Black and yellow heavy despatch tape 48mmx100m,192,4.10,326.40,905.28
2503,827,81,"""The Gu"" red shirt XML tag t-shirt (White) L",60,18.00,660.00,1242.00
2504,827,181,Shipping carton (Brown) 356x229x229mm,75,1.14,43.50,98.33
2505,828,132,Furry gorilla with big eyes slippers (Black) L,2,32.00,48.00,73.60
2506,828,133,Furry gorilla with big eyes slippers (Black) XL,7,32.00,164.50,257.60
2507,828,23,DBA joke mug - it depends (Black),7,13.00,59.50,104.65
2508,828,5,USB food flash drive - hamburger,7,32.00,140.00,257.60
2509,828,213,Air cushion film 200mmx100mm 325m,3,87.00,156.00,300.15
2510,829,165,10 mm Anti static bubble wrap (Blue) 10m,80,26.00,720.00,2392.00
2511,829,120,Dinosaur battery-powered slippers (Green) L,3,32.00,72.00,110.40
2512,830,172,32 mm Anti static bubble wrap (Blue) 20m,30,48.00,750.00,1656.00
2513,830,38,Developer joke mug - inheritance is the OO way to become wealthy (White),7,13.00,59.50,104.65
2514,830,141,Furry animal socks (Pink) XL,48,5.00,168.00,276.00
2515,830,105,Alien officer hoodie (Black) 4XL,2,35.00,36.00,80.50
2516,830,209,Packing knife with metal insert blade (Yellow) 9mm,15,1.89,14.85,32.60
2517,831,158,10 mm Double sided bubble wrap 50m,50,105.00,2450.00,6037.50
2518,831,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",12,18.00,120.00,248.40
2519,832,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",72,18.00,720.00,1490.40
2520,832,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,9,30.00,135.00,310.50
2521,833,113,Superhero action jacket (Blue) XL,7,30.00,56.00,241.50
2522,833,102,Alien officer hoodie (Black) XL,6,35.00,108.00,241.50
2523,834,136,Animal with big feet slippers (Brown) L,10,32.00,240.00,368.00
2524,834,50,Developer joke mug - old C developers never die (White),7,13.00,59.50,104.65
2525,835,177,Shipping carton (Brown) 413x285x187mm,250,1.05,125.00,301.88
2526,835,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",24,18.00,228.00,496.80
2527,835,207,Permanent marker blue 5mm nib (Blue) 5mm,96,2.70,96.00,298.08
2528,836,157,10 mm Double sided bubble wrap 20m,60,30.00,960.00,2070.00
2529,836,179,Shipping carton (Brown) 229x229x229mm,50,1.05,25.00,60.38
2530,837,158,10 mm Double sided bubble wrap 50m,50,105.00,2450.00,6037.50
2531,837,80,"""The Gu"" red shirt XML tag t-shirt (White) M",96,18.00,1056.00,1987.20
2532,837,70,Ride on toy sedan car (Green) 1/12 scale,8,230.00,680.00,2116.00
2533,838,176,Bubblewrap dispenser (Red) 1.5m,5,240.00,650.00,1380.00
2534,838,201,Red and white urgent despatch tape 48mmx75m,24,3.70,50.40,102.12
2535,838,197,Black and orange this way up despatch tape 48mmx75m,192,3.70,384.00,816.96
2536,839,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,9,30.00,135.00,310.50
2537,839,85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",72,18.00,720.00,1490.40
2538,839,57,IT joke mug - hardware: part of the computer that can be kicked (Black),1,13.00,8.50,14.95
2539,840,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",120,18.00,1200.00,2484.00
2540,840,133,Furry gorilla with big eyes slippers (Black) XL,3,32.00,70.50,110.40
2541,840,17,DBA joke mug - mind if I join you? (Black),2,13.00,17.00,29.90
2542,840,72,Ride on toy sedan car (Pink) 1/12 scale,10,230.00,850.00,2645.00
2543,840,109,Superhero action jacket (Blue) XS,7,25.00,42.00,201.25
2544,841,215,Air cushion machine (Blue),8,1899.00,6072.00,17470.80
2545,841,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",60,18.00,600.00,1242.00
2546,842,211,Small 9mm replacement blades 9mm,30,4.10,45.00,141.45
2547,842,12,USB food flash drive - donut,4,32.00,80.00,147.20
2548,843,21,DBA joke mug - you might be a DBA if (Black),9,13.00,76.50,134.55
2549,843,149,Halloween skull mask (Gray) XL,72,18.00,216.00,1490.40
2550,844,60,RC toy sedan car with remote control (Blue) 1/50 scale,5,25.00,62.50,143.75
2551,844,158,10 mm Double sided bubble wrap 50m,50,105.00,2450.00,6037.50
2552,845,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",60,18.00,630.00,1242.00
2553,845,125,Ogre battery-powered slippers (Green) XL,4,32.00,94.00,147.20
2554,845,73,Ride on vintage American toy coupe (Red) 1/12 scale,10,285.00,1300.00,3277.50
2555,845,60,RC toy sedan car with remote control (Blue) 1/50 scale,6,25.00,75.00,172.50
2556,845,182,Shipping carton (Brown) 457x279x279mm,150,1.28,102.00,220.80
2557,846,36,Developer joke mug - when your hammer is C++ (White),4,13.00,34.00,59.80
2558,846,23,DBA joke mug - it depends (Black),10,13.00,85.00,149.50
2559,846,127,Plush shark slippers (Gray) M,1,32.00,24.00,36.80
2560,846,106,Alien officer hoodie (Black) 5XL,7,35.00,126.00,281.75
2561,847,3,Office cube periscope (Black),10,18.50,72.50,212.75
2562,847,105,Alien officer hoodie (Black) 4XL,7,35.00,126.00,281.75
2563,847,57,IT joke mug - hardware: part of the computer that can be kicked (Black),3,13.00,25.50,44.85
2564,848,165,10 mm Anti static bubble wrap (Blue) 10m,20,26.00,180.00,598.00
2565,848,155,Large sized bubblewrap roll 50m,30,24.00,330.00,828.00
2566,848,1,USB missile launcher (Green),3,25.00,46.50,86.25
2567,849,34,Developer joke mug - fun was unexpected at this time (White),6,13.00,51.00,89.70
2568,849,175,Bubblewrap dispenser (Blue) 1.5m,2,240.00,260.00,552.00
2569,849,193,Black and orange glass with care despatch tape 48mmx75m,96,3.70,201.60,408.48
2570,849,66,RC big wheel monster truck with remote control (Black) 1/50 scale,3,45.00,88.50,155.25
2571,850,73,Ride on vintage American toy coupe (Red) 1/12 scale,4,285.00,520.00,1311.00
2572,850,118,Dinosaur battery-powered slippers (Green) S,3,32.00,72.00,110.40
2573,851,198,Black and orange this way up despatch tape  48mmx100m,192,4.10,412.80,905.28
2574,851,13,USB food flash drive - shrimp cocktail,2,32.00,40.00,73.60
2575,851,44,Developer joke mug - there are 10 types of people in the world (White),5,13.00,42.50,74.75
2576,851,36,Developer joke mug - when your hammer is C++ (White),10,13.00,85.00,149.50
2577,851,11,USB food flash drive - cookie,4,32.00,80.00,147.20
2578,852,117,Superhero action jacket (Blue) 5XL,3,34.00,30.00,117.30
2579,852,151,Pack of 12 action figures (male),6,16.00,63.00,110.40
2580,852,199,Black and yellow heavy despatch tape  48mmx75m,216,3.70,475.20,919.08
2581,852,148,Halloween skull mask (Gray) L,48,18.00,144.00,993.60
2582,853,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,3,30.00,45.00,103.50
2583,853,139,Furry animal socks (Pink) M,72,5.00,252.00,414.00
2584,853,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",108,18.00,1188.00,2235.60
2585,853,184,Shipping carton (Brown) 305x305x305mm,25,3.50,40.00,100.63
2586,853,196,Black and orange handle with care despatch tape  48mmx100m,120,4.10,252.00,565.80
2587,854,171,32 mm Anti static bubble wrap (Blue) 10m,50,32.00,800.00,1840.00
2588,854,189,Clear packaging tape 48mmx75m,260,2.90,312.00,867.10
2589,854,128,Plush shark slippers (Gray) L,6,32.00,144.00,220.80
2590,854,52,IT joke mug - keyboard not found … press F1 to continue (White),10,13.00,85.00,149.50
2591,855,157,10 mm Double sided bubble wrap 20m,20,30.00,320.00,690.00
2592,855,50,Developer joke mug - old C developers never die (White),3,13.00,25.50,44.85
2593,856,178,Shipping carton (Brown) 500x310x310mm,150,2.55,217.50,439.88
2594,856,70,Ride on toy sedan car (Green) 1/12 scale,5,230.00,425.00,1322.50
2595,856,24,DBA joke mug - I will get you in order (White),4,13.00,34.00,59.80
2596,856,6,USB food flash drive - hot dog,8,32.00,160.00,294.40
2597,856,38,Developer joke mug - inheritance is the OO way to become wealthy (White),1,13.00,8.50,14.95
2598,857,131,Furry gorilla with big eyes slippers (Black) M,3,32.00,72.00,110.40
2599,857,165,10 mm Anti static bubble wrap (Blue) 10m,50,26.00,450.00,1495.00
2600,857,182,Shipping carton (Brown) 457x279x279mm,100,1.28,68.00,147.20
2601,858,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",24,18.00,264.00,496.80
2602,858,41,"Developer joke mug - (hip, hip, array) (Black)",8,13.00,68.00,119.60
2603,859,194,Black and orange glass with care despatch tape  48mmx100m,216,4.10,453.60,1018.44
2604,859,75,Ride on big wheel monster truck (Black) 1/12 scale,2,345.00,280.00,793.50
2605,860,143,Halloween zombie mask (Light Brown) M,108,18.00,-108.00,2235.60
2606,860,159,20 mm Double sided bubble wrap 10m,70,18.00,700.00,1449.00
2607,861,214,Air cushion film 200mmx200mm 325m,4,90.00,144.00,414.00
2608,861,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",60,18.00,600.00,1242.00
2609,861,8,USB food flash drive - dim sum 10 drive variety pack,10,240.00,1515.00,2760.00
2610,861,174,Bubblewrap dispenser (Black) 1.5m,3,240.00,390.00,828.00
2611,861,147,Halloween skull mask (Gray) M,72,18.00,216.00,1490.40
2612,862,194,Black and orange glass with care despatch tape  48mmx100m,168,4.10,352.80,792.12
2613,862,184,Shipping carton (Brown) 305x305x305mm,175,3.50,280.00,704.38
2614,862,70,Ride on toy sedan car (Green) 1/12 scale,3,230.00,255.00,793.50
2615,863,81,"""The Gu"" red shirt XML tag t-shirt (White) L",84,18.00,924.00,1738.80
2616,863,214,Air cushion film 200mmx200mm 325m,8,90.00,288.00,828.00
2617,863,18,DBA joke mug - daaaaaa-ta (White),4,13.00,34.00,59.80
2618,863,210,Packing knife with metal insert blade (Yellow) 18mm,45,2.40,54.00,124.20
2619,864,25,DBA joke mug - I will get you in order (Black),4,13.00,34.00,59.80
2620,864,59,RC toy sedan car with remote control (Red) 1/50 scale,6,25.00,75.00,172.50
2621,864,37,Developer joke mug - when your hammer is C++ (Black),9,13.00,76.50,134.55
2622,864,109,Superhero action jacket (Blue) XS,10,25.00,60.00,287.50
2623,865,2,USB rocket launcher (Gray),5,25.00,77.50,143.75
2624,865,28,DBA joke mug - two types of DBAs (White),9,13.00,76.50,134.55
2625,865,68,Ride on toy sedan car (Red) 1/12 scale,6,230.00,510.00,1587.00
2626,866,2,USB rocket launcher (Gray),4,25.00,62.00,115.00
2627,866,159,20 mm Double sided bubble wrap 10m,90,18.00,900.00,1863.00
2628,866,25,DBA joke mug - I will get you in order (Black),3,13.00,25.50,44.85
2629,866,7,USB food flash drive - pizza slice,4,32.00,80.00,147.20
2630,866,76,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",120,18.00,1320.00,2484.00
2631,867,182,Shipping carton (Brown) 457x279x279mm,250,1.28,170.00,368.00
2632,867,160,20 mm Double sided bubble wrap 20m,90,33.00,1620.00,3415.50
2633,868,204,Tape dispenser (Red),30,32.00,450.00,1104.00
2634,868,183,Shipping carton (Brown) 480x270x320mm,150,2.74,231.00,472.65
2635,868,170,20 mm Anti static bubble wrap (Blue) 50m,60,102.00,2820.00,7038.00
2636,868,116,Superhero action jacket (Blue) 4XL,2,34.00,20.00,78.20
2637,868,135,Animal with big feet slippers (Brown) M,7,32.00,168.00,257.60
2638,869,109,Superhero action jacket (Blue) XS,10,25.00,60.00,287.50
2639,869,51,Developer joke mug - old C developers never die (Black),2,13.00,17.00,29.90
2640,869,120,Dinosaur battery-powered slippers (Green) L,1,32.00,24.00,36.80
2641,870,135,Animal with big feet slippers (Brown) M,2,32.00,48.00,73.60
2642,870,15,USB food flash drive - dessert 10 drive variety pack,10,240.00,1515.00,2760.00
2643,870,145,Halloween zombie mask (Light Brown) XL,12,18.00,-12.00,248.40
2644,870,11,USB food flash drive - cookie,3,32.00,60.00,110.40
2645,870,189,Clear packaging tape 48mmx75m,26,2.90,31.20,86.71
2646,871,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",24,18.00,264.00,496.80
2647,872,201,Red and white urgent despatch tape 48mmx75m,120,3.70,252.00,510.60
2648,872,115,Superhero action jacket (Blue) 3XL,5,34.00,50.00,195.50
2649,872,124,Ogre battery-powered slippers (Green) L,1,32.00,24.00,36.80
2650,872,121,Dinosaur battery-powered slippers (Green) XL,5,32.00,117.50,184.00
2651,873,170,20 mm Anti static bubble wrap (Blue) 50m,90,102.00,4230.00,10557.00
2652,873,142,Halloween zombie mask (Light Brown) S,60,18.00,-60.00,1242.00
2653,873,13,USB food flash drive - shrimp cocktail,2,32.00,40.00,73.60
2654,874,95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",84,18.00,882.00,1738.80
2655,875,199,Black and yellow heavy despatch tape  48mmx75m,120,3.70,264.00,510.60
2656,875,79,"""The Gu"" red shirt XML tag t-shirt (White) S",36,18.00,396.00,745.20
2657,876,185,Shipping carton (Brown) 356x356x279mm,175,2.04,173.25,410.55
2658,876,177,Shipping carton (Brown) 413x285x187mm,50,1.05,25.00,60.38
2659,877,159,20 mm Double sided bubble wrap 10m,30,18.00,300.00,621.00
2660,877,207,Permanent marker blue 5mm nib (Blue) 5mm,12,2.70,12.00,37.26
2661,877,186,Shipping carton (Brown) 457x457x457mm,125,2.10,125.00,301.88
2662,878,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",12,18.00,132.00,248.40
2663,879,60,RC toy sedan car with remote control (Blue) 1/50 scale,7,25.00,87.50,201.25
2664,879,42,Developer joke mug - understanding recursion requires understanding recursion (White),8,13.00,68.00,119.60
2665,879,29,DBA joke mug - two types of DBAs (Black),2,13.00,17.00,29.90
2666,879,106,Alien officer hoodie (Black) 5XL,10,35.00,180.00,402.50
2667,880,153,Small sized bubblewrap roll 10m,90,4.50,207.00,465.75
2668,880,151,Pack of 12 action figures (male),2,16.00,21.00,36.80
2669,881,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",48,18.00,528.00,993.60
2670,881,195,Black and orange handle with care despatch tape  48mmx75m,96,3.70,230.40,408.48
2671,882,200,Black and yellow heavy despatch tape 48mmx100m,96,4.10,163.20,452.64
2672,882,171,32 mm Anti static bubble wrap (Blue) 10m,10,32.00,160.00,368.00
2673,882,143,Halloween zombie mask (Light Brown) M,12,18.00,-12.00,248.40
2674,883,41,"Developer joke mug - (hip, hip, array) (Black)",1,13.00,8.50,14.95
2675,883,141,Furry animal socks (Pink) XL,48,5.00,168.00,276.00
2676,883,81,"""The Gu"" red shirt XML tag t-shirt (White) L",108,18.00,1188.00,2235.60
2677,884,169,20 mm Anti static bubble wrap (Blue) 20m,20,45.00,480.00,1035.00
2678,884,121,Dinosaur battery-powered slippers (Green) XL,9,32.00,211.50,331.20
2679,885,55,IT joke mug - that behavior is by design (Black),5,13.00,42.50,74.75
2680,885,7,USB food flash drive - pizza slice,4,32.00,80.00,147.20
2681,885,37,Developer joke mug - when your hammer is C++ (Black),7,13.00,59.50,104.65
2682,885,135,Animal with big feet slippers (Brown) M,8,32.00,192.00,294.40
2683,885,75,Ride on big wheel monster truck (Black) 1/12 scale,1,345.00,140.00,396.75
2684,886,159,20 mm Double sided bubble wrap 10m,80,18.00,800.00,1656.00
2685,886,124,Ogre battery-powered slippers (Green) L,5,32.00,120.00,184.00
2686,886,13,USB food flash drive - shrimp cocktail,4,32.00,80.00,147.20
2687,886,122,Ogre battery-powered slippers (Green) S,8,32.00,192.00,294.40
2688,887,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",72,18.00,792.00,1490.40
2689,888,41,"Developer joke mug - (hip, hip, array) (Black)",1,13.00,8.50,14.95
2690,888,33,Developer joke mug - that's a hardware problem (Black),1,13.00,8.50,14.95
2691,889,207,Permanent marker blue 5mm nib (Blue) 5mm,60,2.70,60.00,186.30
2692,889,126,Plush shark slippers (Gray) S,9,32.00,216.00,331.20
2693,889,176,Bubblewrap dispenser (Red) 1.5m,2,240.00,260.00,552.00
2694,889,11,USB food flash drive - cookie,9,32.00,180.00,331.20
2695,890,112,Superhero action jacket (Blue) L,9,30.00,72.00,310.50
2696,890,118,Dinosaur battery-powered slippers (Green) S,5,32.00,120.00,184.00
2697,890,3,Office cube periscope (Black),90,18.50,652.50,1914.75
2698,890,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),8,13.00,68.00,119.60
2699,891,113,Superhero action jacket (Blue) XL,7,30.00,56.00,241.50
2700,891,24,DBA joke mug - I will get you in order (White),6,13.00,51.00,89.70
2701,891,62,RC toy sedan car with remote control (Yellow) 1/50 scale,10,25.00,125.00,287.50
2702,891,196,Black and orange handle with care despatch tape  48mmx100m,144,4.10,302.40,678.96
2703,891,199,Black and yellow heavy despatch tape  48mmx75m,48,3.70,105.60,204.24
2704,892,210,Packing knife with metal insert blade (Yellow) 18mm,35,2.40,42.00,96.60
2705,892,143,Halloween zombie mask (Light Brown) M,72,18.00,-72.00,1490.40
2706,892,159,20 mm Double sided bubble wrap 10m,80,18.00,800.00,1656.00
2707,892,124,Ogre battery-powered slippers (Green) L,5,32.00,120.00,184.00
2708,892,139,Furry animal socks (Pink) M,48,5.00,168.00,276.00
2709,893,160,20 mm Double sided bubble wrap 20m,30,33.00,540.00,1138.50
2710,893,157,10 mm Double sided bubble wrap 20m,20,30.00,320.00,690.00
2711,893,131,Furry gorilla with big eyes slippers (Black) M,3,32.00,72.00,110.40
2712,894,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",12,18.00,132.00,248.40
2713,895,184,Shipping carton (Brown) 305x305x305mm,75,3.50,120.00,301.88
2714,895,188,3 kg Courier post bag (White) 300x190x95mm,100,0.66,30.00,75.90
2715,896,6,USB food flash drive - hot dog,6,32.00,120.00,220.80
2716,896,103,Alien officer hoodie (Black) XXL,9,35.00,162.00,362.25
2717,896,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",84,18.00,840.00,1738.80
2718,896,29,DBA joke mug - two types of DBAs (Black),5,13.00,42.50,74.75
2719,897,16,DBA joke mug - mind if I join you? (White),3,13.00,25.50,44.85
2720,897,172,32 mm Anti static bubble wrap (Blue) 20m,20,48.00,500.00,1104.00
2721,897,175,Bubblewrap dispenser (Blue) 1.5m,8,240.00,1040.00,2208.00
2722,897,154,Medium sized bubblewrap roll 20m,30,20.00,300.00,690.00
2723,898,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",120,18.00,1200.00,2484.00
2724,898,206,Permanent marker black 5mm nib (Black) 5mm,48,2.70,48.00,149.04
2725,898,184,Shipping carton (Brown) 305x305x305mm,25,3.50,40.00,100.63
2726,898,16,DBA joke mug - mind if I join you? (White),6,13.00,51.00,89.70
2727,899,117,Superhero action jacket (Blue) 5XL,3,34.00,30.00,117.30
2728,899,138,Furry animal socks (Pink) S,48,5.00,168.00,276.00
2729,899,133,Furry gorilla with big eyes slippers (Black) XL,7,32.00,164.50,257.60
2730,900,41,"Developer joke mug - (hip, hip, array) (Black)",5,13.00,42.50,74.75
2731,900,164,32 mm Double sided bubble wrap 50m,80,112.00,4240.00,10304.00
2732,900,72,Ride on toy sedan car (Pink) 1/12 scale,2,230.00,170.00,529.00
