OrderID,CustomerID,OrderDate,ExpectedDeliveryDate,CustomerPurchaseOrderNumber,IsUndersupplyBackordered,PickingCompletedWhen
1094,93,2013-01-21,2013-01-22,10967,1,2013-01-21 11:00:00.0000000
1095,23,2013-01-21,2013-01-22,15511,1,2013-01-21 11:00:00.0000000
1096,821,2013-01-21,2013-01-22,16687,1,2013-01-21 11:00:00.0000000
1097,436,2013-01-21,2013-01-22,19541,1,2013-01-21 11:00:00.0000000
1098,600,2013-01-21,2013-01-22,14580,1,2013-01-21 11:00:00.0000000
1099,74,2013-01-21,2013-01-22,19745,1,2013-01-21 11:00:00.0000000
1100,432,2013-01-21,2013-01-22,15017,1,2013-01-21 11:00:00.0000000
1101,71,2013-01-21,2013-01-22,13969,1,2013-01-21 11:00:00.0000000
1102,919,2013-01-21,2013-01-22,15099,1,2013-01-21 11:00:00.0000000
1103,949,2013-01-22,2013-01-23,12416,1,2013-01-22 11:00:00.0000000
1104,149,2013-01-22,2013-01-23,16827,1,2013-01-22 11:00:00.0000000
1105,516,2013-01-22,2013-01-23,16589,1,2013-01-22 11:00:00.0000000
1106,448,2013-01-22,2013-01-23,13334,1,2013-01-22 11:00:00.0000000
1107,38,2013-01-22,2013-01-23,11587,1,2013-01-22 11:00:00.0000000
1108,496,2013-01-22,2013-01-23,11884,1,2013-01-22 11:00:00.0000000
1109,527,2013-01-22,2013-01-23,16199,1,2013-01-22 11:00:00.0000000
1110,59,2013-01-22,2013-01-23,17186,1,2013-01-22 11:00:00.0000000
1111,8,2013-01-22,2013-01-23,11012,1,2013-01-22 11:00:00.0000000
1112,175,2013-01-22,2013-01-23,18912,1,2013-01-22 11:00:00.0000000
1113,879,2013-01-22,2013-01-23,16770,1,2013-01-22 11:00:00.0000000
1114,563,2013-01-22,2013-01-23,17358,1,2013-01-22 11:00:00.0000000
1115,25,2013-01-22,2013-01-23,13810,1,2013-01-22 11:00:00.0000000
1116,969,2013-01-22,2013-01-23,11842,1,2013-01-22 11:00:00.0000000
1117,957,2013-01-22,2013-01-23,17906,1,2013-01-22 11:00:00.0000000
1118,28,2013-01-22,2013-01-23,15231,1,2013-01-22 11:00:00.0000000
1119,551,2013-01-22,2013-01-23,14990,1,2013-01-22 11:00:00.0000000
1120,76,2013-01-22,2013-01-23,13316,1,2013-01-22 11:00:00.0000000
1121,828,2013-01-22,2013-01-23,18049,1,2013-01-22 12:00:00.0000000
1122,441,2013-01-22,2013-01-23,14104,1,2013-01-22 11:00:00.0000000
1123,48,2013-01-22,2013-01-23,14059,1,2013-01-22 11:00:00.0000000
1124,136,2013-01-22,2013-01-23,18031,1,2013-01-22 11:00:00.0000000
1125,592,2013-01-22,2013-01-23,11515,1,2013-01-22 11:00:00.0000000
1126,410,2013-01-22,2013-01-23,13955,1,2013-01-22 11:00:00.0000000
1127,926,2013-01-22,2013-01-23,14180,1,2013-01-22 11:00:00.0000000
1128,863,2013-01-22,2013-01-23,14895,1,2013-01-22 11:00:00.0000000
1129,932,2013-01-22,2013-01-23,13757,1,2013-01-22 11:00:00.0000000
1130,186,2013-01-22,2013-01-23,12186,1,2013-01-22 11:00:00.0000000
1131,538,2013-01-22,2013-01-23,18242,1,2013-01-22 11:00:00.0000000
1132,166,2013-01-22,2013-01-23,12917,1,2013-01-22 11:00:00.0000000
1133,939,2013-01-22,2013-01-23,18324,1,2013-01-22 11:00:00.0000000
1134,886,2013-01-22,2013-01-23,17986,1,2013-01-22 12:00:00.0000000
1135,932,2013-01-22,2013-01-23,11549,1,2013-01-22 11:00:00.0000000
1136,423,2013-01-22,2013-01-23,16694,1,2013-01-22 11:00:00.0000000
1137,60,2013-01-22,2013-01-23,18499,1,2013-01-22 11:00:00.0000000
1138,919,2013-01-22,2013-01-23,14560,1,2013-01-22 11:00:00.0000000
1139,829,2013-01-22,2013-01-23,14677,1,2013-01-22 11:00:00.0000000
1140,854,2013-01-22,2013-01-23,10095,1,2013-01-22 11:00:00.0000000
1141,72,2013-01-22,2013-01-23,14190,1,2013-01-22 11:00:00.0000000
1142,483,2013-01-22,2013-01-23,10331,1,2013-01-22 11:00:00.0000000
1143,884,2013-01-22,2013-01-23,16598,1,2013-01-22 11:00:00.0000000
1144,845,2013-01-22,2013-01-23,13047,1,2013-01-22 11:00:00.0000000
1145,43,2013-01-22,2013-01-23,14153,1,2013-01-22 11:00:00.0000000
1146,580,2013-01-22,2013-01-23,18950,1,2013-01-22 11:00:00.0000000
1147,84,2013-01-22,2013-01-23,13990,1,2013-01-22 11:00:00.0000000
1148,977,2013-01-22,2013-01-23,14004,1,2013-01-22 11:00:00.0000000
1149,828,2013-01-22,2013-01-23,18049,1,2013-01-25 11:00:00.0000000
1150,886,2013-01-22,2013-01-23,17986,1,NULL
1151,84,2013-01-23,2013-01-24,16485,1,2013-01-23 11:00:00.0000000
1152,464,2013-01-23,2013-01-24,16313,1,2013-01-23 11:00:00.0000000
1153,829,2013-01-23,2013-01-24,10683,1,2013-01-23 11:00:00.0000000
1154,900,2013-01-23,2013-01-24,16431,1,2013-01-23 11:00:00.0000000
1155,1000,2013-01-23,2013-01-24,10313,1,2013-01-23 11:00:00.0000000
1156,22,2013-01-23,2013-01-24,14690,1,2013-01-23 12:00:00.0000000
1157,866,2013-01-23,2013-01-24,19768,1,2013-01-23 11:00:00.0000000
1158,121,2013-01-23,2013-01-24,12536,1,2013-01-23 11:00:00.0000000
1159,190,2013-01-23,2013-01-24,11942,1,2013-01-23 11:00:00.0000000
1160,923,2013-01-23,2013-01-24,17938,1,2013-01-23 11:00:00.0000000
1161,554,2013-01-23,2013-01-24,12638,1,2013-01-23 11:00:00.0000000
1162,466,2013-01-23,2013-01-24,17636,1,2013-01-23 11:00:00.0000000
1163,55,2013-01-23,2013-01-24,15688,1,2013-01-23 11:00:00.0000000
1164,829,2013-01-23,2013-01-24,12991,1,2013-01-23 11:00:00.0000000
1165,143,2013-01-23,2013-01-24,11126,1,2013-01-23 11:00:00.0000000
1166,861,2013-01-23,2013-01-24,11432,1,2013-01-23 11:00:00.0000000
1167,544,2013-01-23,2013-01-24,13317,1,2013-01-23 11:00:00.0000000
1168,600,2013-01-23,2013-01-24,15759,1,2013-01-23 11:00:00.0000000
1169,30,2013-01-23,2013-01-24,19313,1,2013-01-23 11:00:00.0000000
1170,430,2013-01-23,2013-01-24,13148,1,2013-01-23 11:00:00.0000000
1171,96,2013-01-23,2013-01-24,13556,1,2013-01-23 11:00:00.0000000
1172,977,2013-01-23,2013-01-24,13670,1,2013-01-23 11:00:00.0000000
1173,977,2013-01-23,2013-01-24,10841,1,2013-01-23 11:00:00.0000000
1174,576,2013-01-23,2013-01-24,15090,1,2013-01-23 11:00:00.0000000
1175,21,2013-01-23,2013-01-24,18012,1,2013-01-23 11:00:00.0000000
1176,30,2013-01-23,2013-01-24,16898,1,2013-01-23 11:00:00.0000000
1177,52,2013-01-23,2013-01-24,12030,1,2013-01-23 11:00:00.0000000
1178,888,2013-01-23,2013-01-24,16455,1,2013-01-23 11:00:00.0000000
1179,537,2013-01-23,2013-01-24,10806,1,2013-01-23 11:00:00.0000000
1180,980,2013-01-23,2013-01-24,13357,1,2013-01-23 11:00:00.0000000
1181,480,2013-01-23,2013-01-24,19945,1,2013-01-23 11:00:00.0000000
1182,552,2013-01-23,2013-01-24,11437,1,2013-01-23 11:00:00.0000000
1183,37,2013-01-23,2013-01-24,16520,1,2013-01-23 11:00:00.0000000
1184,963,2013-01-23,2013-01-24,19302,1,2013-01-23 11:00:00.0000000
1185,161,2013-01-23,2013-01-24,10723,1,2013-01-23 12:00:00.0000000
1186,966,2013-01-23,2013-01-24,10736,1,2013-01-23 11:00:00.0000000
1187,587,2013-01-23,2013-01-24,15594,1,2013-01-23 11:00:00.0000000
1188,76,2013-01-23,2013-01-24,10837,1,2013-01-23 11:00:00.0000000
1189,162,2013-01-23,2013-01-24,12453,1,2013-01-23 11:00:00.0000000
1190,483,2013-01-23,2013-01-24,16547,1,2013-01-23 11:00:00.0000000
1191,974,2013-01-23,2013-01-24,10775,1,2013-01-23 11:00:00.0000000
1192,402,2013-01-23,2013-01-24,11510,1,2013-01-23 11:00:00.0000000
1193,62,2013-01-23,2013-01-24,19225,1,2013-01-23 11:00:00.0000000
1194,506,2013-01-23,2013-01-24,16858,1,2013-01-23 11:00:00.0000000
1195,492,2013-01-23,2013-01-24,15688,1,2013-01-23 11:00:00.0000000
1196,32,2013-01-23,2013-01-24,11375,1,2013-01-23 12:00:00.0000000
1197,908,2013-01-23,2013-01-24,10923,1,2013-01-23 11:00:00.0000000
1198,172,2013-01-23,2013-01-24,16853,1,2013-01-23 11:00:00.0000000
1199,46,2013-01-23,2013-01-24,13427,1,2013-01-23 11:00:00.0000000
1200,483,2013-01-23,2013-01-24,11907,1,2013-01-23 11:00:00.0000000
1201,74,2013-01-23,2013-01-24,17266,1,2013-01-23 11:00:00.0000000
1202,11,2013-01-23,2013-01-24,15575,1,2013-01-23 12:00:00.0000000
1203,183,2013-01-23,2013-01-24,12470,1,2013-01-23 12:00:00.0000000
1204,877,2013-01-23,2013-01-24,13774,1,2013-01-23 11:00:00.0000000
1205,897,2013-01-23,2013-01-24,11781,1,2013-01-23 11:00:00.0000000
1206,92,2013-01-23,2013-01-24,11677,1,2013-01-23 11:00:00.0000000
1207,186,2013-01-23,2013-01-24,11184,1,2013-01-23 12:00:00.0000000
1208,853,2013-01-23,2013-01-24,14307,1,2013-01-23 11:00:00.0000000
1209,1000,2013-01-23,2013-01-24,17559,1,2013-01-23 11:00:00.0000000
1210,947,2013-01-23,2013-01-24,18722,1,2013-01-23 11:00:00.0000000
1211,963,2013-01-23,2013-01-24,13010,1,2013-01-23 11:00:00.0000000
1212,504,2013-01-23,2013-01-24,14117,1,2013-01-23 11:00:00.0000000
1213,936,2013-01-23,2013-01-24,16317,1,2013-01-23 11:00:00.0000000
1214,909,2013-01-23,2013-01-24,12509,1,2013-01-23 11:00:00.0000000
1215,182,2013-01-23,2013-01-24,11400,1,2013-01-23 12:00:00.0000000
1216,819,2013-01-23,2013-01-24,14021,1,2013-01-23 11:00:00.0000000
1217,934,2013-01-23,2013-01-24,10006,1,2013-01-23 11:00:00.0000000
1218,22,2013-01-23,2013-01-24,14690,1,2013-01-29 11:00:00.0000000
1219,161,2013-01-23,2013-01-24,10723,1,2014-04-07 11:00:00.0000000
1220,32,2013-01-23,2013-01-24,11375,1,2013-02-18 11:00:00.0000000
1221,11,2013-01-23,2013-01-24,15575,1,2013-02-28 11:00:00.0000000
1222,183,2013-01-23,2013-01-24,12470,1,2013-01-25 11:00:00.0000000
1223,186,2013-01-23,2013-01-24,11184,1,2013-01-24 11:00:00.0000000
1224,182,2013-01-23,2013-01-24,11400,1,2013-01-28 11:00:00.0000000
1225,167,2013-01-24,2013-01-25,15957,1,2013-01-24 11:00:00.0000000
1226,152,2013-01-24,2013-01-25,15305,1,2013-01-24 11:00:00.0000000
1227,448,2013-01-24,2013-01-25,12120,1,2013-01-24 11:00:00.0000000
1228,569,2013-01-24,2013-01-25,11210,1,2013-01-24 11:00:00.0000000
1229,937,2013-01-24,2013-01-25,16954,1,2013-01-24 12:00:00.0000000
1230,100,2013-01-24,2013-01-25,15384,1,2013-01-24 11:00:00.0000000
1231,819,2013-01-24,2013-01-25,15115,1,2013-01-24 11:00:00.0000000
1232,504,2013-01-24,2013-01-25,13180,1,2013-01-24 12:00:00.0000000
1233,543,2013-01-24,2013-01-25,19652,1,2013-01-24 11:00:00.0000000
1234,474,2013-01-24,2013-01-25,13704,1,2013-01-24 12:00:00.0000000
1235,848,2013-01-24,2013-01-25,15296,1,2013-01-24 11:00:00.0000000
1236,78,2013-01-24,2013-01-25,19712,1,2013-01-24 11:00:00.0000000
1237,127,2013-01-24,2013-01-25,12003,1,2013-01-24 11:00:00.0000000
1238,957,2013-01-24,2013-01-25,12552,1,2013-01-24 11:00:00.0000000
1239,965,2013-01-24,2013-01-25,15158,1,2013-01-24 11:00:00.0000000
1240,960,2013-01-24,2013-01-25,18996,1,2013-01-24 11:00:00.0000000
1241,108,2013-01-24,2013-01-25,12294,1,2013-01-24 11:00:00.0000000
1242,939,2013-01-24,2013-01-25,14358,1,2013-01-24 11:00:00.0000000
1243,521,2013-01-24,2013-01-25,16987,1,2013-01-24 11:00:00.0000000
1244,173,2013-01-24,2013-01-25,17572,1,2013-01-24 11:00:00.0000000
1245,980,2013-01-24,2013-01-25,16199,1,2013-01-24 11:00:00.0000000
1246,824,2013-01-24,2013-01-25,18514,1,2013-01-24 12:00:00.0000000
1247,3,2013-01-24,2013-01-25,13258,1,2013-01-24 11:00:00.0000000
1248,924,2013-01-24,2013-01-25,13124,1,2013-01-24 11:00:00.0000000
1249,551,2013-01-24,2013-01-25,15494,1,2013-01-24 11:00:00.0000000
1250,455,2013-01-24,2013-01-25,19894,1,2013-01-24 11:00:00.0000000
1251,446,2013-01-24,2013-01-25,18301,1,2013-01-24 11:00:00.0000000
1252,482,2013-01-24,2013-01-25,12745,1,2013-01-24 11:00:00.0000000
1253,501,2013-01-24,2013-01-25,18482,1,2013-01-24 11:00:00.0000000
1254,85,2013-01-24,2013-01-25,18267,1,2013-01-24 11:00:00.0000000
1255,584,2013-01-24,2013-01-25,19943,1,2013-01-24 11:00:00.0000000
1256,893,2013-01-24,2013-01-25,16080,1,2013-01-24 11:00:00.0000000
1257,936,2013-01-24,2013-01-25,13974,1,2013-01-24 11:00:00.0000000
1258,59,2013-01-24,2013-01-25,13083,1,2013-01-24 11:00:00.0000000
1259,78,2013-01-24,2013-01-25,15424,1,2013-01-24 12:00:00.0000000
1260,56,2013-01-24,2013-01-25,13334,1,2013-01-24 11:00:00.0000000
1261,823,2013-01-24,2013-01-25,16035,1,2013-01-24 11:00:00.0000000
1262,937,2013-01-24,2013-01-25,16954,1,2013-08-29 11:00:00.0000000
1263,504,2013-01-24,2013-01-25,13180,1,2013-02-12 11:00:00.0000000
1264,474,2013-01-24,2013-01-25,13704,1,2013-10-23 11:00:00.0000000
1265,824,2013-01-24,2013-01-25,18514,1,2013-02-04 11:00:00.0000000
1266,78,2013-01-24,2013-01-25,15424,1,2013-02-05 11:00:00.0000000
1267,846,2013-01-25,2013-01-28,19277,1,2013-01-25 11:00:00.0000000
1268,68,2013-01-25,2013-01-28,17336,1,2013-01-25 11:00:00.0000000
1269,110,2013-01-25,2013-01-28,13146,1,2013-01-25 11:00:00.0000000
1270,133,2013-01-25,2013-01-28,12605,1,2013-01-25 11:00:00.0000000
1271,487,2013-01-25,2013-01-28,10101,1,2013-01-25 11:00:00.0000000
1272,970,2013-01-25,2013-01-28,14084,1,2013-01-25 11:00:00.0000000
1273,483,2013-01-25,2013-01-28,10167,1,2013-01-25 11:00:00.0000000
1274,921,2013-01-25,2013-01-28,12834,1,2013-01-25 11:00:00.0000000
1275,109,2013-01-25,2013-01-28,11294,1,2013-01-25 11:00:00.0000000
1276,160,2013-01-25,2013-01-28,14415,1,2013-01-25 11:00:00.0000000
1277,593,2013-01-25,2013-01-28,10103,1,2013-01-25 11:00:00.0000000
1278,542,2013-01-25,2013-01-28,11779,1,2013-01-25 11:00:00.0000000
1279,145,2013-01-25,2013-01-28,12060,1,2013-01-25 11:00:00.0000000
1280,852,2013-01-25,2013-01-28,13960,1,2013-01-25 11:00:00.0000000
1281,61,2013-01-25,2013-01-28,10584,1,2013-01-25 11:00:00.0000000
1282,960,2013-01-25,2013-01-28,10346,1,2013-01-25 11:00:00.0000000
1283,995,2013-01-25,2013-01-28,11097,1,2013-01-25 11:00:00.0000000
1284,495,2013-01-25,2013-01-28,19324,1,2013-01-25 11:00:00.0000000
1285,871,2013-01-25,2013-01-28,16237,1,2013-01-25 11:00:00.0000000
1286,540,2013-01-25,2013-01-28,18888,1,2013-01-25 11:00:00.0000000
1287,47,2013-01-25,2013-01-28,14929,1,2013-01-25 11:00:00.0000000
1288,150,2013-01-25,2013-01-28,16302,1,2013-01-25 11:00:00.0000000
1289,554,2013-01-25,2013-01-28,18073,1,2013-01-25 11:00:00.0000000
1290,870,2013-01-25,2013-01-28,16425,1,2013-01-25 11:00:00.0000000
1291,923,2013-01-25,2013-01-28,18406,1,2013-01-25 11:00:00.0000000
1292,442,2013-01-25,2013-01-28,11343,1,2013-01-25 11:00:00.0000000
1293,802,2013-01-25,2013-01-28,13135,1,2013-01-25 11:00:00.0000000
1294,883,2013-01-25,2013-01-28,17148,1,2013-01-25 11:00:00.0000000
1295,431,2013-01-25,2013-01-28,15605,1,2013-01-25 11:00:00.0000000
1296,856,2013-01-25,2013-01-28,16290,1,2013-01-25 11:00:00.0000000
1297,74,2013-01-25,2013-01-28,14189,1,2013-01-25 11:00:00.0000000
1298,84,2013-01-25,2013-01-28,11985,1,2013-01-25 11:00:00.0000000
1299,872,2013-01-25,2013-01-28,12632,1,2013-01-25 11:00:00.0000000
1300,24,2013-01-25,2013-01-28,15668,1,2013-01-25 11:00:00.0000000
1301,923,2013-01-25,2013-01-28,12646,1,2013-01-25 12:00:00.0000000
1302,63,2013-01-25,2013-01-28,17165,1,2013-01-25 11:00:00.0000000
1303,439,2013-01-25,2013-01-28,14165,1,2013-01-25 11:00:00.0000000
1304,504,2013-01-25,2013-01-28,10332,1,2013-01-25 11:00:00.0000000
1305,505,2013-01-25,2013-01-28,15816,1,2013-01-25 11:00:00.0000000
1306,954,2013-01-25,2013-01-28,16454,1,2013-01-25 11:00:00.0000000
1307,877,2013-01-25,2013-01-28,12770,1,2013-01-25 11:00:00.0000000
1308,582,2013-01-25,2013-01-28,18075,1,2013-01-25 11:00:00.0000000
1309,945,2013-01-25,2013-01-28,19768,1,2013-01-25 11:00:00.0000000
1310,546,2013-01-25,2013-01-28,11653,1,2013-01-25 11:00:00.0000000
1311,929,2013-01-25,2013-01-28,12983,1,2013-01-25 11:00:00.0000000
1312,954,2013-01-25,2013-01-28,15406,1,2013-01-25 11:00:00.0000000
1313,513,2013-01-25,2013-01-28,17682,1,2013-01-25 11:00:00.0000000
1314,559,2013-01-25,2013-01-28,17047,1,2013-01-25 11:00:00.0000000
1315,814,2013-01-25,2013-01-28,15998,1,2013-01-25 11:00:00.0000000
1316,858,2013-01-25,2013-01-28,13296,1,2013-01-25 11:00:00.0000000
1317,515,2013-01-25,2013-01-28,10581,1,2013-01-25 11:00:00.0000000
1318,832,2013-01-25,2013-01-28,13960,1,2013-01-25 11:00:00.0000000
1319,879,2013-01-25,2013-01-28,19513,1,2013-01-25 11:00:00.0000000
1320,566,2013-01-25,2013-01-28,19550,1,2013-01-25 11:00:00.0000000
1321,117,2013-01-25,2013-01-28,14965,1,2013-01-25 11:00:00.0000000
1322,899,2013-01-25,2013-01-28,12219,1,2013-01-25 11:00:00.0000000
1323,170,2013-01-25,2013-01-28,14512,1,2013-01-25 11:00:00.0000000
1324,201,2013-01-25,2013-01-28,18318,1,2013-01-25 11:00:00.0000000
1325,122,2013-01-25,2013-01-28,12834,1,2013-01-25 11:00:00.0000000
1326,565,2013-01-25,2013-01-28,14924,1,2013-01-25 11:00:00.0000000
1327,465,2013-01-25,2013-01-28,14599,1,2013-01-25 11:00:00.0000000
1328,887,2013-01-25,2013-01-28,12393,1,2013-01-25 11:00:00.0000000
1329,410,2013-01-25,2013-01-28,15057,1,2013-01-25 11:00:00.0000000
1330,48,2013-01-25,2013-01-28,15603,1,2013-01-25 11:00:00.0000000
1331,435,2013-01-25,2013-01-28,16790,1,2013-01-25 11:00:00.0000000
1332,197,2013-01-25,2013-01-28,16529,1,2013-01-25 11:00:00.0000000
1333,12,2013-01-25,2013-01-28,15326,1,2013-01-25 11:00:00.0000000
1334,194,2013-01-25,2013-01-28,17383,1,2013-01-25 11:00:00.0000000
1335,172,2013-01-25,2013-01-28,13571,1,2013-01-25 11:00:00.0000000
1336,23,2013-01-25,2013-01-28,15603,1,2013-01-25 11:00:00.0000000
1337,840,2013-01-25,2013-01-28,12781,1,2013-01-25 11:00:00.0000000
1338,135,2013-01-25,2013-01-28,16145,1,2013-01-25 11:00:00.0000000
1339,12,2013-01-25,2013-01-28,19199,1,2013-01-25 11:00:00.0000000
1340,106,2013-01-25,2013-01-28,10997,1,2013-01-25 11:00:00.0000000
1341,568,2013-01-25,2013-01-28,11228,1,2013-01-25 11:00:00.0000000
1342,934,2013-01-25,2013-01-28,10401,1,2013-01-25 11:00:00.0000000
1343,923,2013-01-25,2013-01-28,12646,1,2013-02-14 11:00:00.0000000
1344,161,2013-01-26,2013-01-28,11770,1,2013-01-26 11:00:00.0000000
1345,461,2013-01-26,2013-01-28,10849,1,2013-01-26 11:00:00.0000000
1346,812,2013-01-26,2013-01-28,14339,1,2013-01-26 11:00:00.0000000
1347,892,2013-01-26,2013-01-28,19157,1,2013-01-26 11:00:00.0000000
1348,28,2013-01-26,2013-01-28,16192,1,2013-01-26 11:00:00.0000000
1349,945,2013-01-26,2013-01-28,15407,1,2013-01-26 11:00:00.0000000
1350,167,2013-01-26,2013-01-28,10904,1,2013-01-26 12:00:00.0000000
1351,943,2013-01-26,2013-01-28,14205,1,2013-01-26 12:00:00.0000000
1352,183,2013-01-26,2013-01-28,13087,1,2013-01-26 11:00:00.0000000
1353,936,2013-01-26,2013-01-28,15980,1,2013-01-26 11:00:00.0000000
1354,565,2013-01-26,2013-01-28,12054,1,2013-01-26 11:00:00.0000000
1355,842,2013-01-26,2013-01-28,13617,1,2013-01-26 11:00:00.0000000
1356,133,2013-01-26,2013-01-28,14446,1,2013-01-26 11:00:00.0000000
1357,517,2013-01-26,2013-01-28,15919,1,2013-01-26 11:00:00.0000000
1358,506,2013-01-26,2013-01-28,17428,1,2013-01-26 11:00:00.0000000
1359,407,2013-01-26,2013-01-28,13329,1,2013-01-26 11:00:00.0000000
1360,420,2013-01-26,2013-01-28,18522,1,2013-01-26 11:00:00.0000000
1361,66,2013-01-26,2013-01-28,18379,1,2013-01-26 11:00:00.0000000
1362,815,2013-01-26,2013-01-28,15061,1,2013-01-26 11:00:00.0000000
1363,967,2013-01-26,2013-01-28,15424,1,2013-01-26 11:00:00.0000000
1364,977,2013-01-26,2013-01-28,14441,1,2013-01-26 11:00:00.0000000
1365,861,2013-01-26,2013-01-28,19100,1,2013-01-26 11:00:00.0000000
1366,26,2013-01-26,2013-01-28,19397,1,2013-01-26 11:00:00.0000000
1367,848,2013-01-26,2013-01-28,15357,1,2013-01-26 11:00:00.0000000
1368,565,2013-01-26,2013-01-28,12158,1,2013-01-26 11:00:00.0000000
1369,63,2013-01-26,2013-01-28,14188,1,2013-01-26 11:00:00.0000000
1370,830,2013-01-26,2013-01-28,14843,1,2013-01-26 11:00:00.0000000
1371,405,2013-01-26,2013-01-28,16722,1,2013-01-26 11:00:00.0000000
1372,988,2013-01-26,2013-01-28,15895,1,2013-01-26 11:00:00.0000000
1373,463,2013-01-26,2013-01-28,14377,1,2013-01-26 12:00:00.0000000
1374,155,2013-01-26,2013-01-28,15269,1,2013-01-26 11:00:00.0000000
1375,546,2013-01-26,2013-01-28,15746,1,2013-01-26 11:00:00.0000000
1376,502,2013-01-26,2013-01-28,19950,1,2013-01-26 11:00:00.0000000
1377,867,2013-01-26,2013-01-28,12822,1,2013-01-26 11:00:00.0000000
1378,569,2013-01-26,2013-01-28,19068,1,2013-01-26 11:00:00.0000000
1379,155,2013-01-26,2013-01-28,15604,1,2013-01-26 12:00:00.0000000
1380,167,2013-01-26,2013-01-28,10904,1,2013-01-28 11:00:00.0000000
1381,943,2013-01-26,2013-01-28,14205,1,2013-02-08 11:00:00.0000000
1382,463,2013-01-26,2013-01-28,14377,1,2013-02-22 11:00:00.0000000
1383,155,2013-01-26,2013-01-28,15604,1,2013-12-23 11:00:00.0000000
1384,171,2013-01-28,2013-01-29,17528,1,2013-01-28 11:00:00.0000000
1385,26,2013-01-28,2013-01-29,16296,1,2013-01-28 11:00:00.0000000
1386,148,2013-01-28,2013-01-29,14069,1,2013-01-28 11:00:00.0000000
1387,832,2013-01-28,2013-01-29,14313,1,2013-01-28 11:00:00.0000000
1388,136,2013-01-28,2013-01-29,11532,1,2013-01-28 12:00:00.0000000
1389,8,2013-01-28,2013-01-29,11117,1,2013-01-28 11:00:00.0000000
1390,99,2013-01-28,2013-01-29,19390,1,2013-01-28 11:00:00.0000000
1391,152,2013-01-28,2013-01-29,12395,1,2013-01-28 11:00:00.0000000
1392,455,2013-01-28,2013-01-29,16248,1,2013-01-28 11:00:00.0000000
1393,80,2013-01-28,2013-01-29,19614,1,2013-01-28 11:00:00.0000000
1394,587,2013-01-28,2013-01-29,15888,1,2013-01-28 11:00:00.0000000
1395,5,2013-01-28,2013-01-29,19436,1,2013-01-28 11:00:00.0000000
1396,510,2013-01-28,2013-01-29,16259,1,2013-01-28 11:00:00.0000000
1397,975,2013-01-28,2013-01-29,13344,1,2013-01-28 11:00:00.0000000
1398,445,2013-01-28,2013-01-29,15269,1,2013-01-28 11:00:00.0000000
1399,949,2013-01-28,2013-01-29,16325,1,2013-01-28 11:00:00.0000000
1400,518,2013-01-28,2013-01-29,18117,1,2013-01-28 11:00:00.0000000
1401,872,2013-01-28,2013-01-29,14941,1,2013-01-28 11:00:00.0000000
1402,438,2013-01-28,2013-01-29,19842,1,2013-01-28 11:00:00.0000000
1403,801,2013-01-28,2013-01-29,18511,1,2013-01-28 11:00:00.0000000
1404,859,2013-01-28,2013-01-29,14858,1,2013-01-28 11:00:00.0000000
1405,163,2013-01-28,2013-01-29,13171,1,2013-01-28 11:00:00.0000000
1406,948,2013-01-28,2013-01-29,16217,1,2013-01-28 11:00:00.0000000
1407,497,2013-01-28,2013-01-29,10118,1,2013-01-28 11:00:00.0000000
1408,957,2013-01-28,2013-01-29,17109,1,2013-01-28 11:00:00.0000000
1409,490,2013-01-28,2013-01-29,11961,1,2013-01-28 11:00:00.0000000
1410,403,2013-01-28,2013-01-29,18587,1,2013-01-28 11:00:00.0000000
1411,875,2013-01-28,2013-01-29,12230,1,2013-01-28 11:00:00.0000000
1412,974,2013-01-28,2013-01-29,15895,1,2013-01-28 11:00:00.0000000
1413,804,2013-01-28,2013-01-29,17735,1,2013-01-28 11:00:00.0000000
1414,573,2013-01-28,2013-01-29,17371,1,2013-01-28 11:00:00.0000000
1415,513,2013-01-28,2013-01-29,10346,1,2013-01-28 11:00:00.0000000
1416,443,2013-01-28,2013-01-29,10756,1,2013-01-28 11:00:00.0000000
1417,999,2013-01-28,2013-01-29,12872,1,2013-01-28 11:00:00.0000000
1418,76,2013-01-28,2013-01-29,10860,1,2013-01-28 11:00:00.0000000
1419,593,2013-01-28,2013-01-29,18787,1,2013-01-28 12:00:00.0000000
1420,12,2013-01-28,2013-01-29,13636,1,2013-01-28 11:00:00.0000000
1421,533,2013-01-28,2013-01-29,14093,1,2013-01-28 11:00:00.0000000
1422,42,2013-01-28,2013-01-29,13150,1,2013-01-28 11:00:00.0000000
1423,805,2013-01-28,2013-01-29,11124,1,2013-01-28 11:00:00.0000000
1424,110,2013-01-28,2013-01-29,11956,1,2013-01-28 11:00:00.0000000
1425,852,2013-01-28,2013-01-29,14513,1,2013-01-28 11:00:00.0000000
1426,453,2013-01-28,2013-01-29,13378,1,2013-01-28 11:00:00.0000000
1427,186,2013-01-28,2013-01-29,11874,1,2013-01-28 11:00:00.0000000
1428,819,2013-01-28,2013-01-29,11122,1,2013-01-28 11:00:00.0000000
1429,167,2013-01-28,2013-01-29,18395,1,2013-01-28 11:00:00.0000000
1430,116,2013-01-28,2013-01-29,10625,1,2013-01-28 11:00:00.0000000
1431,980,2013-01-28,2013-01-29,12449,1,2013-01-28 11:00:00.0000000
1432,952,2013-01-28,2013-01-29,17059,1,2013-01-28 12:00:00.0000000
1433,879,2013-01-28,2013-01-29,14317,1,2013-01-28 11:00:00.0000000
