CustomerTransactionID,CustomerID,InvoiceID,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized
10833,845,NULL,2013-02-16,0.00,0.00,-2536.90,0.00,2013-02-16,1
10834,848,NULL,2013-02-16,0.00,0.00,-3994.18,0.00,2013-02-16,1
10835,858,NULL,2013-02-16,0.00,0.00,-563.04,0.00,2013-02-16,1
10836,864,NULL,2013-02-16,0.00,0.00,-496.80,0.00,2013-02-16,1
10837,875,NULL,2013-02-16,0.00,0.00,-993.60,0.00,2013-02-16,1
10838,876,NULL,2013-02-16,0.00,0.00,-5097.95,0.00,2013-02-16,1
10839,878,NULL,2013-02-16,0.00,0.00,-868.25,0.00,2013-02-16,1
10840,882,NULL,2013-02-16,0.00,0.00,-3092.35,0.00,2013-02-16,1
10841,899,NULL,2013-02-16,0.00,0.00,-445.74,0.00,2013-02-16,1
10842,907,NULL,2013-02-16,0.00,0.00,-164.45,0.00,2013-02-16,1
10843,944,NULL,2013-02-16,0.00,0.00,-1567.45,0.00,2013-02-16,1
10844,976,NULL,2013-02-16,0.00,0.00,-727.95,0.00,2013-02-16,1
10845,978,NULL,2013-02-16,0.00,0.00,-3337.53,0.00,2013-02-16,1
10851,1,2256,2013-02-16,1174.50,176.18,1350.68,0.00,2013-02-17,1
10856,1,2257,2013-02-16,7252.80,1087.92,8340.72,0.00,2013-02-17,1
10862,1,2258,2013-02-16,972.00,145.80,1117.80,0.00,2013-02-17,1
10866,1,2259,2013-02-16,5273.00,790.95,6063.95,0.00,2013-02-17,1
10870,1,2260,2013-02-16,1248.00,187.20,1435.20,0.00,2013-02-17,1
10875,1,2261,2013-02-16,758.00,113.70,871.70,0.00,2013-02-17,1
10881,1,2262,2013-02-16,4291.75,643.76,4935.51,0.00,2013-02-17,1
10886,1,2263,2013-02-16,536.50,80.48,616.98,0.00,2013-02-17,1
10891,1,2264,2013-02-16,1669.20,250.38,1919.58,0.00,2013-02-17,1
10896,1,2265,2013-02-16,584.00,87.60,671.60,0.00,2013-02-17,1
10900,1,2266,2013-02-16,400.00,60.00,460.00,0.00,2013-02-17,1
10903,1,2267,2013-02-16,587.50,88.13,675.63,0.00,2013-02-17,1
10909,1,2268,2013-02-16,1133.40,170.01,1303.41,0.00,2013-02-17,1
10913,1,2269,2013-02-16,416.00,62.40,478.40,0.00,2013-02-17,1
10919,1,2270,2013-02-16,518.50,77.78,596.28,0.00,2013-02-17,1
10923,1,2271,2013-02-16,1294.00,194.10,1488.10,0.00,2013-02-17,1
10927,1,2272,2013-02-16,639.25,95.89,735.14,0.00,2013-02-17,1
10930,401,2273,2013-02-16,126.00,18.90,144.90,0.00,2013-02-17,1
10936,401,2274,2013-02-16,2588.00,388.20,2976.20,0.00,2013-02-17,1
10941,401,2275,2013-02-16,1070.40,160.56,1230.96,0.00,2013-02-17,1
10945,401,2276,2013-02-16,496.50,74.48,570.98,0.00,2013-02-17,1
10950,401,2277,2013-02-16,8856.00,1328.40,10184.40,0.00,2013-02-17,1
10955,401,2278,2013-02-16,848.80,127.32,976.12,0.00,2013-02-17,1
10958,401,2279,2013-02-16,3893.60,584.04,4477.64,0.00,2013-02-17,1
10961,401,2280,2013-02-16,1562.00,234.30,1796.30,0.00,2013-02-17,1
10967,401,2281,2013-02-16,3054.80,458.22,3513.02,0.00,2013-02-17,1
10969,401,2282,2013-02-16,1296.00,194.40,1490.40,0.00,2013-02-17,1
10973,401,2283,2013-02-16,2247.00,337.05,2584.05,0.00,2013-02-17,1
10976,401,2284,2013-02-16,1887.50,283.13,2170.63,0.00,2013-02-17,1
10982,401,2285,2013-02-16,6585.00,987.75,7572.75,0.00,2013-02-17,1
10986,811,2286,2013-02-16,171.00,25.65,196.65,0.00,2013-02-17,1
10990,813,2287,2013-02-16,2442.00,366.31,2808.31,0.00,2013-02-17,1
10994,822,2288,2013-02-16,284.00,42.60,326.60,0.00,2013-02-17,1
11000,847,2289,2013-02-16,14353.00,2152.95,16505.95,0.00,2013-02-17,1
11006,863,2290,2013-02-16,5738.50,860.78,6599.28,0.00,2013-02-17,1
11012,887,2291,2013-02-16,2364.80,354.72,2719.52,0.00,2013-02-17,1
11017,949,2292,2013-02-16,4796.00,719.40,5515.40,0.00,2013-02-17,1
11022,963,2293,2013-02-16,2071.40,310.71,2382.11,0.00,2013-02-17,1
11025,976,2294,2013-02-16,1416.00,212.40,1628.40,0.00,2013-02-17,1
11028,996,2295,2013-02-16,970.00,145.50,1115.50,0.00,2013-02-17,1
11029,1,NULL,2013-02-17,0.00,0.00,-33060.68,0.00,2013-02-17,1
11030,401,NULL,2013-02-17,0.00,0.00,-39688.35,0.00,2013-02-17,1
11031,811,NULL,2013-02-17,0.00,0.00,-196.65,0.00,2013-02-17,1
11032,813,NULL,2013-02-17,0.00,0.00,-2808.31,0.00,2013-02-17,1
11033,822,NULL,2013-02-17,0.00,0.00,-326.60,0.00,2013-02-17,1
11034,847,NULL,2013-02-17,0.00,0.00,-16505.95,0.00,2013-02-17,1
11035,863,NULL,2013-02-17,0.00,0.00,-6599.28,0.00,2013-02-17,1
11036,887,NULL,2013-02-17,0.00,0.00,-2719.52,0.00,2013-02-17,1
11037,949,NULL,2013-02-17,0.00,0.00,-5515.40,0.00,2013-02-17,1
11038,963,NULL,2013-02-17,0.00,0.00,-2382.11,0.00,2013-02-17,1
11039,976,NULL,2013-02-17,0.00,0.00,-1628.40,0.00,2013-02-17,1
11040,996,NULL,2013-02-17,0.00,0.00,-1115.50,0.00,2013-02-17,1
11057,1,2296,2013-02-18,1728.00,259.20,1987.20,0.00,2013-02-19,1
11059,872,2297,2013-02-18,1296.00,194.40,1490.40,0.00,2013-02-19,1
11061,1,2298,2013-02-18,1512.00,226.80,1738.80,0.00,2013-02-19,1
11063,1,2299,2013-02-18,648.00,97.20,745.20,0.00,2013-02-19,1
11065,401,2300,2013-02-18,3200.00,480.00,3680.00,0.00,2013-02-19,1
11067,401,2301,2013-02-18,432.00,64.80,496.80,0.00,2013-02-19,1
11069,401,2302,2013-02-18,224.00,33.60,257.60,0.00,2013-02-19,1
11073,859,2303,2013-02-18,5910.00,886.50,6796.50,0.00,2013-02-19,1
11077,1,2304,2013-02-18,927.00,139.05,1066.05,0.00,2013-02-19,1
11082,835,2305,2013-02-18,1154.60,173.19,1327.79,0.00,2013-02-19,1
11085,1,2306,2013-02-18,3296.00,494.40,3790.40,0.00,2013-02-19,1
11089,833,2307,2013-02-18,983.00,147.45,1130.45,0.00,2013-02-19,1
11094,1,2308,2013-02-18,2056.00,308.40,2364.40,0.00,2013-02-19,1
11098,1,2309,2013-02-18,2098.00,314.70,2412.70,0.00,2013-02-19,1
11104,911,2310,2013-02-18,6111.00,916.65,7027.65,0.00,2013-02-19,1
11110,1,2311,2013-02-18,3518.35,527.75,4046.10,0.00,2013-02-19,1
11113,988,2312,2013-02-18,1626.00,243.90,1869.90,0.00,2013-02-19,1
11116,1,2313,2013-02-18,1741.00,261.15,2002.15,0.00,2013-02-19,1
11122,401,2314,2013-02-18,12484.00,1872.60,14356.60,0.00,2013-02-19,1
11127,937,2315,2013-02-18,4503.00,675.45,5178.45,0.00,2013-02-19,1
11130,401,2316,2013-02-18,156.00,23.40,179.40,0.00,2013-02-19,1
11135,801,2317,2013-02-18,4752.00,712.80,5464.80,0.00,2013-02-19,1
11141,1,2318,2013-02-18,1863.00,279.45,2142.45,0.00,2013-02-19,1
11145,401,2319,2013-02-18,4874.00,731.10,5605.10,0.00,2013-02-19,1
11149,1,2320,2013-02-18,604.00,90.60,694.60,0.00,2013-02-19,1
11155,1,2321,2013-02-18,4374.00,656.10,5030.10,0.00,2013-02-19,1
11160,1,2322,2013-02-18,746.00,111.90,857.90,0.00,2013-02-19,1
11163,401,2323,2013-02-18,8460.00,1269.00,9729.00,0.00,2013-02-19,1
11167,1,2324,2013-02-18,3862.00,579.30,4441.30,0.00,2013-02-19,1
11171,930,2325,2013-02-18,2774.00,416.10,3190.10,0.00,2013-02-19,1
11175,401,2326,2013-02-18,3178.00,476.70,3654.70,0.00,2013-02-19,1
11181,401,2327,2013-02-18,3295.80,494.37,3790.17,0.00,2013-02-19,1
11187,1,2328,2013-02-18,11102.50,1665.38,12767.88,0.00,2013-02-19,1
11192,401,2329,2013-02-18,7997.00,1199.55,9196.55,0.00,2013-02-19,1
11197,1,2330,2013-02-18,2271.85,340.78,2612.63,0.00,2013-02-19,1
11200,1,2331,2013-02-18,438.00,65.70,503.70,0.00,2013-02-19,1
11204,817,2332,2013-02-18,1176.00,176.40,1352.40,0.00,2013-02-19,1
11208,907,2333,2013-02-18,1084.50,162.68,1247.18,0.00,2013-02-19,1
11214,401,2334,2013-02-18,2687.00,403.05,3090.05,0.00,2013-02-19,1
11220,862,2335,2013-02-18,2574.00,386.10,2960.10,0.00,2013-02-19,1
11226,1,2336,2013-02-18,4642.00,696.30,5338.30,0.00,2013-02-19,1
11229,992,2337,2013-02-18,352.00,52.80,404.80,0.00,2013-02-19,1
11233,844,2338,2013-02-18,1106.20,165.93,1272.13,0.00,2013-02-19,1
11239,908,2339,2013-02-18,4640.00,696.00,5336.00,0.00,2013-02-19,1
11244,1,2340,2013-02-18,2896.40,434.46,3330.86,0.00,2013-02-19,1
11250,401,2341,2013-02-18,2532.00,379.80,2911.80,0.00,2013-02-19,1
11256,942,2342,2013-02-18,2727.00,409.05,3136.05,0.00,2013-02-19,1
11262,845,2343,2013-02-18,2060.40,309.06,2369.46,0.00,2013-02-19,1
11272,1,NULL,2013-02-19,0.00,0.00,-57872.72,0.00,2013-02-19,1
11273,401,NULL,2013-02-19,0.00,0.00,-56947.77,0.00,2013-02-19,1
11274,801,NULL,2013-02-19,0.00,0.00,-5464.80,0.00,2013-02-19,1
11275,817,NULL,2013-02-19,0.00,0.00,-1352.40,0.00,2013-02-19,1
11276,833,NULL,2013-02-19,0.00,0.00,-1130.45,0.00,2013-02-19,1
11277,835,NULL,2013-02-19,0.00,0.00,-1327.79,0.00,2013-02-19,1
11278,844,NULL,2013-02-19,0.00,0.00,-1272.13,0.00,2013-02-19,1
11279,845,NULL,2013-02-19,0.00,0.00,-2369.46,0.00,2013-02-19,1
11280,859,NULL,2013-02-19,0.00,0.00,-6796.50,0.00,2013-02-19,1
11281,862,NULL,2013-02-19,0.00,0.00,-2960.10,0.00,2013-02-19,1
11282,872,NULL,2013-02-19,0.00,0.00,-1490.40,0.00,2013-02-19,1
11283,907,NULL,2013-02-19,0.00,0.00,-1247.18,0.00,2013-02-19,1
11284,908,NULL,2013-02-19,0.00,0.00,-5336.00,0.00,2013-02-19,1
11285,911,NULL,2013-02-19,0.00,0.00,-7027.65,0.00,2013-02-19,1
11286,930,NULL,2013-02-19,0.00,0.00,-3190.10,0.00,2013-02-19,1
11287,937,NULL,2013-02-19,0.00,0.00,-5178.45,0.00,2013-02-19,1
11288,942,NULL,2013-02-19,0.00,0.00,-3136.05,0.00,2013-02-19,1
11289,988,NULL,2013-02-19,0.00,0.00,-1869.90,0.00,2013-02-19,1
11290,992,NULL,2013-02-19,0.00,0.00,-404.80,0.00,2013-02-19,1
11292,1,2344,2013-02-19,1296.00,194.40,1490.40,0.00,2013-02-20,1
11294,941,2345,2013-02-19,864.00,129.60,993.60,0.00,2013-02-20,1
11296,401,2346,2013-02-19,648.00,97.20,745.20,0.00,2013-02-20,1
11298,1,2347,2013-02-19,216.00,32.40,248.40,0.00,2013-02-20,1
11304,401,2348,2013-02-19,2802.00,420.30,3222.30,0.00,2013-02-20,1
11309,1,2349,2013-02-19,1282.40,192.36,1474.76,0.00,2013-02-20,1
11312,1,2350,2013-02-19,550.00,82.50,632.50,0.00,2013-02-20,1
11318,903,2351,2013-02-19,2680.00,402.00,3082.00,0.00,2013-02-20,1
11324,1,2352,2013-02-19,815.90,122.39,938.29,0.00,2013-02-20,1
11327,1,2353,2013-02-19,1784.00,267.60,2051.60,0.00,2013-02-20,1
11331,1,2354,2013-02-19,10031.75,1504.76,11536.51,0.00,2013-02-20,1
11336,1,2355,2013-02-19,5997.00,899.55,6896.55,0.00,2013-02-20,1
11341,970,2356,2013-02-19,2687.00,403.05,3090.05,0.00,2013-02-20,1
11346,1,2357,2013-02-19,3361.60,504.24,3865.84,0.00,2013-02-20,1
11349,1,2358,2013-02-19,2613.60,392.04,3005.64,0.00,2013-02-20,1
11352,401,2359,2013-02-19,326.00,48.90,374.90,0.00,2013-02-20,1
11356,401,2360,2013-02-19,4705.00,705.75,5410.75,0.00,2013-02-20,1
11360,401,2361,2013-02-19,185.00,27.75,212.75,0.00,2013-02-20,1
11364,1,2362,2013-02-19,701.40,105.21,806.61,0.00,2013-02-20,1
11368,838,2363,2013-02-19,1391.00,208.65,1599.65,0.00,2013-02-20,1
11374,1,2364,2013-02-19,4269.80,640.47,4910.27,0.00,2013-02-20,1
11379,1,2365,2013-02-19,4178.60,626.79,4805.39,0.00,2013-02-20,1
11383,1,2366,2013-02-19,716.00,107.40,823.40,0.00,2013-02-20,1
11386,401,2367,2013-02-19,2468.00,370.20,2838.20,0.00,2013-02-20,1
11392,401,2368,2013-02-19,16585.25,2487.79,19073.04,0.00,2013-02-20,1
11395,825,2369,2013-02-19,1450.00,217.50,1667.50,0.00,2013-02-20,1
11399,912,2370,2013-02-19,1818.00,272.70,2090.70,0.00,2013-02-20,1
11405,401,2371,2013-02-19,2637.20,395.58,3032.78,0.00,2013-02-20,1
11408,1,2372,2013-02-19,500.00,75.00,575.00,0.00,2013-02-20,1
11414,1,2373,2013-02-19,9818.00,1472.70,11290.70,0.00,2013-02-20,1
11419,867,2374,2013-02-19,3797.00,569.55,4366.55,0.00,2013-02-20,1
11425,401,2375,2013-02-19,2468.00,370.20,2838.20,0.00,2013-02-20,1
11428,913,2376,2013-02-19,1120.80,168.12,1288.92,0.00,2013-02-20,1
11434,1,2377,2013-02-19,8614.00,1292.10,9906.10,0.00,2013-02-20,1
11440,1,2378,2013-02-19,3165.00,474.75,3639.75,0.00,2013-02-20,1
11443,886,2379,2013-02-19,153.00,22.95,175.95,0.00,2013-02-20,1
11447,1,2380,2013-02-19,1152.00,172.80,1324.80,0.00,2013-02-20,1
11450,973,2381,2013-02-19,1577.00,236.55,1813.55,0.00,2013-02-20,1
11455,401,2382,2013-02-19,5165.00,774.75,5939.75,0.00,2013-02-20,1
11459,1,2383,2013-02-19,11071.00,1660.65,12731.65,0.00,2013-02-20,1
11462,983,2384,2013-02-19,296.00,44.40,340.40,0.00,2013-02-20,1
11468,892,2385,2013-02-19,998.00,149.70,1147.70,0.00,2013-02-20,1
11472,1,2386,2013-02-19,9707.00,1456.05,11163.05,0.00,2013-02-20,1
11478,401,2387,2013-02-19,1609.00,241.35,1850.35,0.00,2013-02-20,1
11484,401,2388,2013-02-19,4270.00,640.50,4910.50,0.00,2013-02-20,1
11489,1,2389,2013-02-19,3453.00,517.95,3970.95,0.00,2013-02-20,1
11493,1,2390,2013-02-19,2356.50,353.48,2709.98,0.00,2013-02-20,1
11498,401,2391,2013-02-19,466.75,70.01,536.76,0.00,2013-02-20,1
11501,845,2392,2013-02-19,747.60,112.14,859.74,0.00,2013-02-20,1
11506,1,2393,2013-02-19,4721.60,708.24,5429.84,0.00,2013-02-20,1
11509,1,2394,2013-02-19,430.00,64.50,494.50,0.00,2013-02-20,1
11514,916,2395,2013-02-19,2002.30,300.35,2302.65,0.00,2013-02-20,1
11517,401,2396,2013-02-19,244.50,36.68,281.18,0.00,2013-02-20,1
11527,1,NULL,2013-02-20,0.00,0.00,-106722.48,0.00,2013-02-20,1
11528,401,NULL,2013-02-20,0.00,0.00,-51266.66,0.00,2013-02-20,1
11529,825,NULL,2013-02-20,0.00,0.00,-1667.50,0.00,2013-02-20,1
11530,838,NULL,2013-02-20,0.00,0.00,-1599.65,0.00,2013-02-20,1
11531,845,NULL,2013-02-20,0.00,0.00,-859.74,0.00,2013-02-20,1
11532,867,NULL,2013-02-20,0.00,0.00,-4366.55,0.00,2013-02-20,1
11533,886,NULL,2013-02-20,0.00,0.00,-175.95,0.00,2013-02-20,1
11534,892,NULL,2013-02-20,0.00,0.00,-1147.70,0.00,2013-02-20,1
11535,903,NULL,2013-02-20,0.00,0.00,-3082.00,0.00,2013-02-20,1
11536,912,NULL,2013-02-20,0.00,0.00,-2090.70,0.00,2013-02-20,1
11537,913,NULL,2013-02-20,0.00,0.00,-1288.92,0.00,2013-02-20,1
11538,916,NULL,2013-02-20,0.00,0.00,-2302.65,0.00,2013-02-20,1
11539,941,NULL,2013-02-20,0.00,0.00,-993.60,0.00,2013-02-20,1
11540,970,NULL,2013-02-20,0.00,0.00,-3090.05,0.00,2013-02-20,1
11541,973,NULL,2013-02-20,0.00,0.00,-1813.55,0.00,2013-02-20,1
11542,983,NULL,2013-02-20,0.00,0.00,-340.40,0.00,2013-02-20,1
11544,1,2397,2013-02-20,1080.00,162.00,1242.00,0.00,2013-02-21,1
11546,1,2398,2013-02-20,432.00,64.80,496.80,0.00,2013-02-21,1
11548,401,2399,2013-02-20,1600.00,240.00,1840.00,0.00,2013-02-21,1
11552,909,2400,2013-02-20,2468.60,370.29,2838.89,0.00,2013-02-21,1
11558,843,2401,2013-02-20,4076.80,611.52,4688.32,0.00,2013-02-21,1
11563,887,2402,2013-02-20,2507.00,376.05,2883.05,0.00,2013-02-21,1
11567,401,2403,2013-02-20,624.50,93.68,718.18,0.00,2013-02-21,1
11573,821,2404,2013-02-20,3014.00,452.10,3466.10,0.00,2013-02-21,1
11577,1,2405,2013-02-20,1044.00,156.60,1200.60,0.00,2013-02-21,1
11582,401,2406,2013-02-20,3788.00,568.20,4356.20,0.00,2013-02-21,1
11586,1,2407,2013-02-20,2550.00,382.50,2932.50,0.00,2013-02-21,1
11592,401,2408,2013-02-20,13539.25,2030.89,15570.14,0.00,2013-02-21,1
11595,1,2409,2013-02-20,708.00,106.20,814.20,0.00,2013-02-21,1
11598,984,2410,2013-02-20,1112.00,166.80,1278.80,0.00,2013-02-21,1
11603,809,2411,2013-02-20,238.00,35.70,273.70,0.00,2013-02-21,1
11606,879,2412,2013-02-20,950.00,142.50,1092.50,0.00,2013-02-21,1
11609,923,2413,2013-02-20,349.50,52.43,401.93,0.00,2013-02-21,1
11614,401,2414,2013-02-20,750.00,112.50,862.50,0.00,2013-02-21,1
11617,1,2415,2013-02-20,1414.80,212.22,1627.02,0.00,2013-02-21,1
11621,843,2416,2013-02-20,1354.80,203.22,1558.02,0.00,2013-02-21,1
11627,1,2417,2013-02-20,2678.00,401.70,3079.70,0.00,2013-02-21,1
11632,1,2418,2013-02-20,1819.00,272.85,2091.85,0.00,2013-02-21,1
11638,867,2419,2013-02-20,2070.00,310.50,2380.50,0.00,2013-02-21,1
11641,1,2420,2013-02-20,213.00,31.95,244.95,0.00,2013-02-21,1
11646,401,2421,2013-02-20,1604.00,240.60,1844.60,0.00,2013-02-21,1
11649,1,2422,2013-02-20,254.00,38.10,292.10,0.00,2013-02-21,1
11652,898,2423,2013-02-20,815.00,122.25,937.25,0.00,2013-02-21,1
11655,401,2424,2013-02-20,4591.00,688.65,5279.65,0.00,2013-02-21,1
11661,401,2425,2013-02-20,3618.00,542.70,4160.70,0.00,2013-02-21,1
11667,872,2426,2013-02-20,11639.00,1745.85,13384.85,0.00,2013-02-21,1
11671,1,2427,2013-02-20,7200.00,1080.00,8280.00,0.00,2013-02-21,1
11676,826,2428,2013-02-20,1166.00,174.90,1340.90,0.00,2013-02-21,1
11679,1,2429,2013-02-20,3399.00,509.85,3908.85,0.00,2013-02-21,1
11685,1,2430,2013-02-20,3099.00,464.85,3563.85,0.00,2013-02-21,1
11688,1,2431,2013-02-20,169.00,25.35,194.35,0.00,2013-02-21,1
11691,891,2432,2013-02-20,279.00,41.85,320.85,0.00,2013-02-21,1
11695,863,2433,2013-02-20,1773.00,265.95,2038.95,0.00,2013-02-21,1
11700,923,2434,2013-02-20,9867.00,1480.05,11347.05,0.00,2013-02-21,1
11704,892,2435,2013-02-20,8277.00,1241.55,9518.55,0.00,2013-02-21,1
11710,1,2436,2013-02-20,8270.00,1240.50,9510.50,0.00,2013-02-21,1
11713,806,2437,2013-02-20,2184.00,327.60,2511.60,0.00,2013-02-21,1
11716,401,2438,2013-02-20,713.00,106.95,819.95,0.00,2013-02-21,1
11722,1,2439,2013-02-20,2038.00,305.70,2343.70,0.00,2013-02-21,1
11726,1,2440,2013-02-20,2465.85,369.88,2835.73,0.00,2013-02-21,1
11732,850,2441,2013-02-20,3892.00,583.80,4475.80,0.00,2013-02-21,1
11737,1,2442,2013-02-20,1557.20,233.58,1790.78,0.00,2013-02-21,1
11743,401,2443,2013-02-20,4215.00,632.25,4847.25,0.00,2013-02-21,1
11749,1,2444,2013-02-20,2714.00,407.10,3121.10,0.00,2013-02-21,1
11753,906,2445,2013-02-20,547.00,82.05,629.05,0.00,2013-02-21,1
11756,1,2446,2013-02-20,632.00,94.80,726.80,0.00,2013-02-21,1
11760,997,2447,2013-02-20,333.75,50.06,383.81,0.00,2013-02-21,1
11765,401,2448,2013-02-20,4508.00,676.20,5184.20,0.00,2013-02-21,1
11771,992,2449,2013-02-20,11541.00,1731.15,13272.15,0.00,2013-02-21,1
11776,991,2450,2013-02-20,2814.00,422.10,3236.10,0.00,2013-02-21,1
11781,853,2451,2013-02-20,967.00,145.05,1112.05,0.00,2013-02-21,1
11785,1,2452,2013-02-20,2675.00,401.25,3076.25,0.00,2013-02-21,1
11789,948,2453,2013-02-20,2923.00,438.45,3361.45,0.00,2013-02-21,1
11792,401,2454,2013-02-20,96.00,14.40,110.40,0.00,2013-02-21,1
11795,1,2455,2013-02-20,2580.00,387.00,2967.00,0.00,2013-02-21,1
11800,401,2456,2013-02-20,4754.00,713.10,5467.10,0.00,2013-02-21,1
11803,401,2457,2013-02-20,1792.00,268.80,2060.80,0.00,2013-02-21,1
11806,845,2458,2013-02-20,1240.00,186.00,1426.00,0.00,2013-02-21,1
11809,401,2459,2013-02-20,1190.00,178.50,1368.50,0.00,2013-02-21,1
11812,888,2460,2013-02-20,1080.00,162.00,1242.00,0.00,2013-02-21,1
11822,1,NULL,2013-02-21,0.00,0.00,-56340.63,0.00,2013-02-21,1
11823,401,NULL,2013-02-21,0.00,0.00,-54490.17,0.00,2013-02-21,1
11824,806,NULL,2013-02-21,0.00,0.00,-2511.60,0.00,2013-02-21,1
11825,809,NULL,2013-02-21,0.00,0.00,-273.70,0.00,2013-02-21,1
11826,821,NULL,2013-02-21,0.00,0.00,-3466.10,0.00,2013-02-21,1
11827,826,NULL,2013-02-21,0.00,0.00,-1340.90,0.00,2013-02-21,1
11828,843,NULL,2013-02-21,0.00,0.00,-6246.34,0.00,2013-02-21,1
11829,845,NULL,2013-02-21,0.00,0.00,-1426.00,0.00,2013-02-21,1
11830,850,NULL,2013-02-21,0.00,0.00,-4475.80,0.00,2013-02-21,1
11831,853,NULL,2013-02-21,0.00,0.00,-1112.05,0.00,2013-02-21,1
11832,863,NULL,2013-02-21,0.00,0.00,-2038.95,0.00,2013-02-21,1
11833,867,NULL,2013-02-21,0.00,0.00,-2380.50,0.00,2013-02-21,1
11834,872,NULL,2013-02-21,0.00,0.00,-13384.85,0.00,2013-02-21,1
11835,879,NULL,2013-02-21,0.00,0.00,-1092.50,0.00,2013-02-21,1
11836,887,NULL,2013-02-21,0.00,0.00,-2883.05,0.00,2013-02-21,1
11837,888,NULL,2013-02-21,0.00,0.00,-1242.00,0.00,2013-02-21,1
11838,891,NULL,2013-02-21,0.00,0.00,-320.85,0.00,2013-02-21,1
11839,892,NULL,2013-02-21,0.00,0.00,-9518.55,0.00,2013-02-21,1
11840,898,NULL,2013-02-21,0.00,0.00,-937.25,0.00,2013-02-21,1
11841,906,NULL,2013-02-21,0.00,0.00,-629.05,0.00,2013-02-21,1
11842,909,NULL,2013-02-21,0.00,0.00,-2838.89,0.00,2013-02-21,1
11843,923,NULL,2013-02-21,0.00,0.00,-11748.98,0.00,2013-02-21,1
11844,948,NULL,2013-02-21,0.00,0.00,-3361.45,0.00,2013-02-21,1
11845,984,NULL,2013-02-21,0.00,0.00,-1278.80,0.00,2013-02-21,1
11846,991,NULL,2013-02-21,0.00,0.00,-3236.10,0.00,2013-02-21,1
11847,992,NULL,2013-02-21,0.00,0.00,-13272.15,0.00,2013-02-21,1
11848,997,NULL,2013-02-21,0.00,0.00,-383.81,0.00,2013-02-21,1
11850,982,2461,2013-02-21,1296.00,194.40,1490.40,0.00,2013-02-22,1
11852,401,2462,2013-02-21,1080.00,162.00,1242.00,0.00,2013-02-22,1
11854,1,2463,2013-02-21,1920.00,288.00,2208.00,0.00,2013-02-22,1
11860,993,2464,2013-02-21,794.00,119.10,913.10,0.00,2013-02-22,1
11864,1,2465,2013-02-21,377.00,56.55,433.55,0.00,2013-02-22,1
11867,804,2466,2013-02-21,52.00,7.80,59.80,0.00,2013-02-22,1
11871,994,2467,2013-02-21,545.80,81.87,627.67,0.00,2013-02-22,1
11875,1,2468,2013-02-21,1147.20,172.08,1319.28,0.00,2013-02-22,1
11879,401,2469,2013-02-21,4634.00,695.10,5329.10,0.00,2013-02-22,1
11882,995,2470,2013-02-21,814.40,122.16,936.56,0.00,2013-02-22,1
11885,401,2471,2013-02-21,353.00,52.95,405.95,0.00,2013-02-22,1
11891,895,2472,2013-02-21,3761.00,564.15,4325.15,0.00,2013-02-22,1
11895,1,2473,2013-02-21,483.00,72.45,555.45,0.00,2013-02-22,1
11901,1,2474,2013-02-21,2471.00,370.65,2841.65,0.00,2013-02-22,1
11906,401,2475,2013-02-21,690.60,103.59,794.19,0.00,2013-02-22,1
11909,1,2476,2013-02-21,2136.00,320.40,2456.40,0.00,2013-02-22,1
11914,1,2477,2013-02-21,5890.50,883.58,6774.08,0.00,2013-02-22,1
11918,1,2478,2013-02-21,589.20,88.38,677.58,0.00,2013-02-22,1
11924,841,2479,2013-02-21,1119.85,167.98,1287.83,0.00,2013-02-22,1
11927,401,2480,2013-02-21,359.00,53.85,412.85,0.00,2013-02-22,1
11930,888,2481,2013-02-21,1969.00,295.35,2264.35,0.00,2013-02-22,1
11936,401,2482,2013-02-21,5460.20,819.03,6279.23,0.00,2013-02-22,1
11942,1,2483,2013-02-21,831.40,124.71,956.11,0.00,2013-02-22,1
11947,1,2484,2013-02-21,759.00,113.85,872.85,0.00,2013-02-22,1
11953,401,2485,2013-02-21,1107.00,166.05,1273.05,0.00,2013-02-22,1
11956,401,2486,2013-02-21,526.00,78.90,604.90,0.00,2013-02-22,1
11959,401,2487,2013-02-21,189.40,28.41,217.81,0.00,2013-02-22,1
11965,1,2488,2013-02-21,3085.00,462.75,3547.75,0.00,2013-02-22,1
11969,401,2489,2013-02-21,288.20,43.23,331.43,0.00,2013-02-22,1
11973,1,2490,2013-02-21,1372.00,205.80,1577.80,0.00,2013-02-22,1
11979,948,2491,2013-02-21,3347.20,502.08,3849.28,0.00,2013-02-22,1
11985,841,2492,2013-02-21,1759.55,263.93,2023.48,0.00,2013-02-22,1
11988,832,2493,2013-02-21,130.00,19.50,149.50,0.00,2013-02-22,1
11994,1,2494,2013-02-21,6022.00,903.30,6925.30,0.00,2013-02-22,1
11998,1,2495,2013-02-21,3112.00,466.80,3578.80,0.00,2013-02-22,1
12001,1,2496,2013-02-21,310.00,46.50,356.50,0.00,2013-02-22,1
12011,1,NULL,2013-02-22,0.00,0.00,-35081.10,0.00,2013-02-22,1
12012,401,NULL,2013-02-22,0.00,0.00,-16890.51,0.00,2013-02-22,1
12013,804,NULL,2013-02-22,0.00,0.00,-59.80,0.00,2013-02-22,1
12014,832,NULL,2013-02-22,0.00,0.00,-149.50,0.00,2013-02-22,1
